accepted_name,identified_name,identified_rank,difference.x,accepted_rank.x,max_ma,min_ma,family.x,genus.x,lng,lat,primary_reference.x,taxon_name,difference.y,accepted_rank.y,is_extant,family.y,genus.y,primary_reference.y
Trachypithecus pileatus,Trachypithecus pileatus,species,NA,species,NA,NA,Cercopithecidae,Trachypithecus,NA,NA,D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219,Trachypithecus pileatus,NA,species,extant,Cercopithecidae,Trachypithecus,D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219
Trogolemur amplior,Trogolemur amplior,species,NA,species,NA,NA,Omomyidae,Trogolemur,NA,NA,"G. F. Gunnell. 1995. Omomyid primates (Tarsiiformes) from the Bridger Formation, middle Eocene, southern Green River Basin, Wyoming. Journal of Human Evolution 28",Trogolemur amplior,NA,species,extinct,Omomyidae,Trogolemur,"K. C. Beard, L. Kristalka, and R. K. Stucky. 1992. Revision of the Wind River faunas, early Eocene of central Wyoming. Part 12. New species of omomyid primates (Mammalia: Primates: Omomyidae)\r\nand omomyid taxonomic composition across the early-middle\r\nEocene boundary. Annals of Carnegie Museum 61(1):39-62"
Trogolemur myodes,Trogolemur myodes,species,NA,species,NA,NA,Omomyidae,Trogolemur,NA,NA,"G. F. Gunnell. 1995. Omomyid primates (Tarsiiformes) from the Bridger Formation, middle Eocene, southern Green River Basin, Wyoming. Journal of Human Evolution 28",Trogolemur myodes,NA,species,extinct,Omomyidae,Trogolemur,"W. D. Matthew. 1909. The Carnivora and Insectivora of the Bridger Basin, middle Eocene. Memoirs of the American Museum of Natural History 9:289-567"
Uintanius ameghini,Uintanius turriculorum,species,subjective synonym of,species,NA,NA,Omomyidae,Uintanius,NA,NA,C. L. Gazin. 1958. A review of the middle and upper Eocene primates of North America. Smithsonian Miscellaneous Collections 136(1):1-112,Uintanius turriculorum,subjective synonym of,species,extinct,Omomyidae,Uintanius,"W. D. Matthew. 1915. A revision of the Lower Eocene Wasatch and Wind River faunas. \r\nPart IV. - Entelonychia, Primates, Insectivora (part). Bulletin of the American Museum of Natural History 34(14):429-483"
Uintasorex montezumicus,Uintasorex montezumicus,species,NA,species,NA,NA,Microsyopidae,Uintasorex,NA,NA,"T. S. Kelly and D. P. Whistler. 1994. Additional Uintan and Duchesnean (Middle and Late Eocene) mammals from the Sespe Formation, Simi Valley, California. Contributions in Science, Natural History Museum of Los Angeles County 439:1-29",Uintasorex montezumicus,NA,species,extinct,Microsyopidae,Uintasorex,J. A. Lillegraven. 1980.  Primates from Later Eocene Rocks of Southern California. Journal of Mammalogy 61(2)
Uintasorex parvulus,Uintasorex parvulus,species,NA,species,NA,NA,Microsyopidae,Uintasorex,NA,NA,C. L. Gazin. 1958. A review of the middle and upper Eocene primates of North America. Smithsonian Miscellaneous Collections 136(1):1-112,Uintasorex parvulus,NA,species,extinct,Microsyopidae,Uintasorex,"W. D. Matthew. 1909. The Carnivora and Insectivora of the Bridger Basin, middle Eocene. Memoirs of the American Museum of Natural History 9:289-567"
Utahia carina,Utahia carina,species,NA,species,NA,NA,Omomyidae,Utahia,NA,NA,"K. M. Muldoon and G. F. Gunnell. 2002. Omomyid primates (Tarsiiformes) from the Early Middle Eocene at South Pass, Greater Green River Basin, Wyoming. Journal of Human Evolution 43(4):479-511",Utahia carina,NA,species,extinct,Omomyidae,Utahia,"K. M. Muldoon and G. F. Gunnell. 2002. Omomyid primates (Tarsiiformes) from the Early Middle Eocene at South Pass, Greater Green River Basin, Wyoming. Journal of Human Evolution 43(4):479-511"
Varecia variegata,Varecia variegata,species,NA,species,NA,NA,Lemuridae,Varecia,NA,NA,J. Alroy. 2012. More skeletal measurements of Recent mammals in the Australian Museum.,Varecia variegata,NA,species,extant,Lemuridae,Varecia,R. J. Smith and W. L. Jungers. 1997. Body mass in comparative primatology. Journal of Human Evolution 32:523-559
Walshina mcgrewi,Phenacolemur mcgrewi,species,recombined as,species,NA,NA,Omomyidae,Walshina,NA,NA,"L. Krishtalka. 1978. Paleontology and geology of the Badwater Creek area, central Wyoming\r\nPart 15. Review of the late Eocene primates from Wyoming and Utah,\r\nand the Plesitarsiiformes. Annals of Carnegie Museum 47(15):335-360",Walshina mcgrewi,NA,species,extinct,Omomyidae,Walshina,"P. Robinson. 1968. The paleontology and geology of the Badwater Creek area, central Wyoming. Annals of Carnegie Museum 39(19):307-326"
Washakius insignis,Washakius insignis,species,NA,species,NA,NA,Omomyidae,Washakius,NA,NA,"R. M. West. 1973. Geology and mammalian paleontology of the New Fork-Big Sandy area, Sublette County, Wyoming. Fieldiana: Geology 29",Shoshonius laurae,subjective synonym of,species,extinct,Omomyidae,Washakius,"F. S. Szalay. 1976. Systematics of the Omomyidae (Tarsiiformes, Primates) : taxonomy, phylogeny, and adaptations. Bulletin of the American Museum of Natural History 156(3)"
Washakius izetti,Washakius izetti,species,NA,species,NA,NA,Omomyidae,Washakius,NA,NA,"J. G. Honey. 1990. New Washakiin Primates (Omomyidae) from the Eocene of Wyoming and Colorado, and Comments on the Evolution of the Washakiini. Journal of Vertebrate Paleontology 10(2)",Washakius izetti,NA,species,extinct,Omomyidae,Washakius,"J. G. Honey. 1990. New Washakiin Primates (Omomyidae) from the Eocene of Wyoming and Colorado, and Comments on the Evolution of the Washakiini. Journal of Vertebrate Paleontology 10(2)"
Washakius woodringi,Washakius woodringi,species,NA,species,NA,NA,Omomyidae,Washakius,NA,NA,J. A. Lillegraven. 1980.  Primates from Later Eocene Rocks of Southern California. Journal of Mammalogy 61(2),Washakius woodringi,NA,species,extinct,Omomyidae,Washakius,"C. Stock. 1938. A Tarsiid Primate and a Mixodectid from the Poway Eocene, California. Proceedings of the National Academy of Sciences 24(7):288-293"
