accepted_name,identified_name,identified_rank,difference.x,accepted_rank.x,max_ma,min_ma,family.x,genus.x,lng,lat,primary_reference.x,taxon_name,difference.y,accepted_rank.y,is_extant,family.y,genus.y,primary_reference.y
Plesiadapis cookei,Plesiadapis cookei,species,NA,species,NA,NA,Plesiadapidae,Plesiadapis,NA,NA,J. Alroy. 2000. New methods for quantifying macroevolutionary patterns and processes. Paleobiology 26(4):707-733,Plesiadapis cookei,NA,species,extinct,Plesiadapidae,Plesiadapis,"G. L. Jepsen. 1930. New Vertebrate Fossils from the Lower Eocene of the Bighorn Basin, Wyoming. Proceedings of the American Philosophical Society 69(1):117-131"
Plesiadapis dubius,Plesiadapis dubius,species,NA,species,NA,NA,Plesiadapidae,Plesiadapis,NA,NA,J. Alroy. 2000. New methods for quantifying macroevolutionary patterns and processes. Paleobiology 26(4):707-733,Plesiadapis pearcei,subjective synonym of,species,extinct,Plesiadapidae,Plesiadapis,C. L. Gazin. 1956. The upper Paleocene Mammalia from the Almy formation in western Wyoming. Smithsonian Miscellaneous Collections 131(7):1-18
Plesiadapis fodinatus,Plesiadapis fodinatus,species,NA,species,NA,NA,Plesiadapidae,Plesiadapis,NA,NA,"G. F. Winterfeld. 1982. Mammalian paleontology of the Fort Union Formation (Paleocene), eastern Rock Springs Uplift, Sweetwater County, Wyoming. Contributions to Geology, University of Wyoming 21(1):73-112",Plesiadapis fodinatus,NA,species,extinct,Plesiadapidae,Plesiadapis,"G. L. Jepsen. 1930. New Vertebrate Fossils from the Lower Eocene of the Bighorn Basin, Wyoming. Proceedings of the American Philosophical Society 69(1):117-131"
Plesiadapis gingerichi,Plesiadapis gingerichi,species,NA,species,NA,NA,Plesiadapidae,Plesiadapis,NA,NA,J. Alroy. 2000. New methods for quantifying macroevolutionary patterns and processes. Paleobiology 26(4):707-733,Plesiadapis gingerichi,NA,species,extinct,Plesiadapidae,Plesiadapis,K. D. Rose. 1981. The Clarkforkian Land-Mammal Age and Mammalian Faunal Composition Across the Paleocene-Eocene Boundary. University of Michigan Papers on Paleontology 26:1-197
Plesiadapis praecursor,Plesiadapis praecursor,species,NA,species,NA,NA,Plesiadapidae,Plesiadapis,NA,NA,"P. D. Gingerich. 1976. Cranial Anatomy and Evolution of Early Tertiary Plesiadapidae (Mammalia, Primates). University of Michigan Papers on Paleontology 15:1-141",Plesiadapis praecursor,NA,species,extinct,Plesiadapidae,Plesiadapis,"P. D. Gingerich. 1975. New North American Plesiadapidae (Mammalia, Primates) and a biostratigraphic zonation of the middle and upper Paleocene. Contributions from the Museum of Paleontology, University of Michigan 24(13):135-148"
Plesiadapis rex,Plesiadapis rex,species,NA,species,NA,NA,Plesiadapidae,Plesiadapis,NA,NA,"G. G. Simpson. 1937. The Fort Union of the Crazy Mountain field, Montana and its mammalian faunas. Bulletin of the United States National Museum 169:1-287",Plesiadapis paskapooensis,subjective synonym of,species,extinct,Plesiadapidae,Plesiadapis,"P. D. Gingerich. 1976. Cranial Anatomy and Evolution of Early Tertiary Plesiadapidae (Mammalia, Primates). University of Michigan Papers on Paleontology 15:1-141"
Plesiadapis simonsi,Plesiadapis simonsi,species,NA,species,NA,NA,Plesiadapidae,Plesiadapis,NA,NA,"P. D. Gingerich. 1975. New North American Plesiadapidae (Mammalia, Primates) and a biostratigraphic zonation of the middle and upper Paleocene. Contributions from the Museum of Paleontology, University of Michigan 24(13):135-148",Plesiadapis simonsi,NA,species,extinct,Plesiadapidae,Plesiadapis,"P. D. Gingerich. 1975. New North American Plesiadapidae (Mammalia, Primates) and a biostratigraphic zonation of the middle and upper Paleocene. Contributions from the Museum of Paleontology, University of Michigan 24(13):135-148"
Plesiolestes nacimienti,Palaechthon nacimienti,species,recombined as,species,NA,NA,Palaechthonidae,Plesiolestes,NA,NA,"R. W. Wilson and F. S. Szalay. 1972. New paromomyid primate from middle Paleocene beds, Kutz Canyon area, San Juan Basin, New Mexico. American Museum Novitates 2499:1--18",Plesiolestes nacimienti,NA,species,extinct,Palaechthonidae,Plesiolestes,"G. F. Gunnell. 1989. Evolutionary History of Microsyopoidea (Mammalia, ?Primates) and the Relationship Between Plesiadapiformes and Primates. University of Michigan Papers on Paleontology 27:1-157"
Plesiolestes problematicus,Plesiolestes problematicus,species,NA,species,NA,NA,Palaechthonidae,Plesiolestes,NA,NA,"G. F. Gunnell. 1989. Evolutionary History of Microsyopoidea (Mammalia, ?Primates) and the Relationship Between Plesiadapiformes and Primates. University of Michigan Papers on Paleontology 27:1-157",Plesiolestes problematicus,NA,species,extinct,Palaechthonidae,Plesiolestes,"G. L. Jepsen. 1930. New Vertebrate Fossils from the Lower Eocene of the Bighorn Basin, Wyoming. Proceedings of the American Philosophical Society 69(1):117-131"
Pongo abelii,Pongo abelii,species,NA,species,NA,NA,Hominidae,Pongo,NA,NA,R. J. Smith and W. L. Jungers. 1997. Body mass in comparative primatology. Journal of Human Evolution 32:523-559,Pongo abelii,NA,species,extant,Hominidae,Pongo,"A. B. Taylor. 2006. Feeding behavior, diet, and the functional consequences of jaw form in orangutans, with implications for the evolution of Pongo. Journal of Human Evolution 50(4):377-393"
Pongo pygmaeus,Pongo pygmaeus,species,NA,species,NA,NA,Hominidae,Pongo,NA,NA,C. B. Ruff. 2003. Long bone articular and diaphyseal structure in Old World monkeys and apes. II: Estimation of body mass. American Journal of Physical Anthropology 120(1):16-37,Pongo pygmaeus,NA,species,extant,Hominidae,Pongo,"A. B. Taylor. 2006. Feeding behavior, diet, and the functional consequences of jaw form in orangutans, with implications for the evolution of Pongo. Journal of Human Evolution 50(4):377-393"
Presbytis hosei,Presbytis hosei,species,NA,species,NA,NA,Cercopithecidae,Presbytis,NA,NA,"D. D. Davis. 1958. Mammals of the Kelabit Plateau, northern Sarawak. Fieldiana, Zoology 39(15):119-147",Presbytis hosei,NA,species,extant,Cercopithecidae,Presbytis,S. L. Washburn. 1944. The genera of Malaysian langurs. Journal of Mammalogy 25(3):289-294
Presbytis rubicunda,Presbytis rubicunda,species,NA,species,NA,NA,Cercopithecidae,Presbytis,NA,NA,C. B. Ruff. 2003. Long bone articular and diaphyseal structure in Old World monkeys and apes. II: Estimation of body mass. American Journal of Physical Anthropology 120(1):16-37,Presbytis rubicunda,NA,species,extant,Cercopithecidae,Presbytis,C. B. Ruff. 2003. Long bone articular and diaphyseal structure in Old World monkeys and apes. II: Estimation of body mass. American Journal of Physical Anthropology 120(1):16-37
Procolobus verus,Procolobus verus,species,NA,species,NA,NA,Cercopithecidae,Procolobus,NA,NA,J. Alroy and S. Pineda Muñoz. 2012. Skeletal measurements of Recent mammals in the Australian Museum.,Procolobus verus,NA,species,extant,Cercopithecidae,Procolobus,W. C. O. Hill. 1952. The external and visceral anatomy of the Olive Colobus Monkey (Procolobus verus). Proceedings of the Zoological Society of London 122(1):127-186
Pronothodectes jepi,Pronothodectes jepi,species,NA,species,NA,NA,Plesiadapidae,Pronothodectes,NA,NA,"G. F. Winterfeld. 1982. Mammalian paleontology of the Fort Union Formation (Paleocene), eastern Rock Springs Uplift, Sweetwater County, Wyoming. Contributions to Geology, University of Wyoming 21(1):73-112",Pronothodectes jepi,NA,species,extinct,Plesiadapidae,Pronothodectes,"P. D. Gingerich. 1975. New North American Plesiadapidae (Mammalia, Primates) and a biostratigraphic zonation of the middle and upper Paleocene. Contributions from the Museum of Paleontology, University of Michigan 24(13):135-148"
Pronothodectes matthewi,Pronothodectes matthewi,species,NA,species,NA,NA,Plesiadapidae,Pronothodectes,NA,NA,J. Alroy. 2000. New methods for quantifying macroevolutionary patterns and processes. Paleobiology 26(4):707-733,Pronothodectes matthewi,NA,species,extinct,Plesiadapidae,Pronothodectes,J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.
Pseudotetonius ambiguus,Pseudotetonius ambiguus,species,NA,species,NA,NA,Omomyidae,Tetonius,NA,NA,"T. M. Bown and K. D. Rose. 1987. Patterns of Dental Evolution in Early Eocene Anaptomorphine Primates (Omomyidae) from the Bighorn Basin, Wyoming. Paleontological Society Memoir 23:1-162",Mckennamorphus despairensis,subjective synonym of,species,extinct,Omomyidae,Tetonius,"F. S. Szalay. 1976. Systematics of the Omomyidae (Tarsiiformes, Primates) : taxonomy, phylogeny, and adaptations. Bulletin of the American Museum of Natural History 156(3)"
Purgatorius,Purgatorius ceratops,species,nomen dubium,genus,NA,NA,Purgatoriidae,Purgatorius,NA,NA,L. M. Van Valen. 1994. The origin of the plesiadapid primates and the nature of Purgatorius. Evolutionary Monographs 15:1-79,Purgatorius ceratops,nomen dubium,genus,extinct,Purgatoriidae,Purgatorius,L. M. Van Valen and R. E. Sloan. 1965. The earliest primates. Science 150(3697):743-745
Pygathrix nemaeus,Pygathrix nemaeus,species,NA,species,NA,NA,Cercopithecidae,Pygathrix,NA,NA,D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219,Pygathrix nemaeus,NA,species,extant,Cercopithecidae,Pygathrix,O. Thomas. 1911. The Mammals of the Tenth Edition of Linnaeus; an Attempt to fix the Types of the Genera and the exact Bases and Localities of the Species. Proceedings of the Zoological Society of London 81(1):120-158
Rhinopithecus bieti,Rhinopithecus bieti,species,NA,species,NA,NA,Cercopithecidae,Rhinopithecus,NA,NA,D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219,Rhinopithecus bieti,NA,species,extant,Cercopithecidae,Rhinopithecus,"D. J. Whittaker, N. Ting, and D. J. Melnick. 2006. Molecular phylogenetic affinities of the simakobu monkey (Simias concolor). Molecular Phylogenetics and Evolution 39:887-892"
Rhinopithecus brelichi,Rhinopithecus brelichi,species,NA,species,NA,NA,Cercopithecidae,Rhinopithecus,NA,NA,D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219,Rhinopithecus brelichi,NA,species,extant,Cercopithecidae,Rhinopithecus,D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219
Rhinopithecus roxellana,Rhinopithecus roxellanae,species,recombined as,species,NA,NA,Cercopithecidae,Rhinopithecus,NA,NA,D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219,Rhinopithecus roxellana,NA,species,extant,Cercopithecidae,Rhinopithecus,"D. J. Whittaker, N. Ting, and D. J. Melnick. 2006. Molecular phylogenetic affinities of the simakobu monkey (Simias concolor). Molecular Phylogenetics and Evolution 39:887-892"
Saguinus midas,Saguinus midas,species,NA,species,NA,NA,Cebidae,Saguinus,NA,NA,H. M. Pucciarelli and W. A. Neves. 1992. Reliability of intrafunctional indices for correcting size in cranial comparisons of New World primates. Ciéncia e Cultura 44(1):29-34,Saguinus midas,NA,species,extant,Cebidae,Saguinus,"C. Linnaeus. 1758. Systema Naturae per Regna Tria Naturae, Secundum Classes, Ordines, Genera, Species, cum Characteribus, Differentiis, Synonymis, Locis. Editio Decima 1:1-824"
Saguinus mystax,Saguinus mystax,species,NA,species,NA,NA,Cebidae,Saguinus,NA,NA,R. S. Voss and D. W. Fleck. 2011. Mammalian diversity and Matses ethnomammalogy in Amazonian Peru. Part 1: Primates. Bulletin of the American Museum of Natural History 351:1-81,Saguinus mystax,NA,species,extant,Cebidae,Saguinus,R. S. Voss and D. W. Fleck. 2011. Mammalian diversity and Matses ethnomammalogy in Amazonian Peru. Part 1: Primates. Bulletin of the American Museum of Natural History 351:1-81
Saimiri macrodon,Saimiri caquetensis,species,subjective synonym of,species,NA,NA,Cebidae,Saimiri,NA,NA,J. A. Allen. 1916. New South American mammals. Bulletin of the American Museum of Natural History 35(11):83-87,Saimiri macrodon,NA,species,extant,Cebidae,Saimiri,"C. J. Burgin, J. P. Colella, and P. L. Kahn, N. S. Upham. 2018. How many species of mammals are there?. Journal of Mammalogy 99(1):1-14"
Saimiri sciureus,Callithrix sciureus,species,recombined as,species,NA,NA,Cebidae,Saimiri,NA,NA,St. G. Mivart. 1867. On the Appendicular Skeleton of Primates. Philosophical Transactions of the Royal Society of London 157:299-429,Saimiri sciureus,NA,species,extant,Cebidae,Saimiri,"C. Linnaeus. 1758. Systema Naturae per Regna Tria Naturae, Secundum Classes, Ordines, Genera, Species, cum Characteribus, Differentiis, Synonymis, Locis. Editio Decima 1:1-824"
Saimiri ustus,Saimiri ustus,species,NA,species,NA,NA,Cebidae,Saimiri,NA,NA,H. M. Pucciarelli and W. A. Neves. 1992. Reliability of intrafunctional indices for correcting size in cranial comparisons of New World primates. Ciéncia e Cultura 44(1):29-34,Saimiri ustus,NA,species,extant,Cebidae,Saimiri,H. M. Pucciarelli and W. A. Neves. 1992. Reliability of intrafunctional indices for correcting size in cranial comparisons of New World primates. Ciéncia e Cultura 44(1):29-34
Sapajus apella,Cebus apella,species,recombined as,species,NA,NA,Cebidae,Sapajus,NA,NA,F. Anapol and S. Lee. 1994. Morphological adaptation to diet in platyrrhine primates. American Journal of Physical Anthropology 94:239-261,Sapajus apella,NA,species,extant,Cebidae,Sapajus,"C. Linnaeus. 1758. Systema Naturae per Regna Tria Naturae, Secundum Classes, Ordines, Genera, Species, cum Characteribus, Differentiis, Synonymis, Locis. Editio Decima 1:1-824"
Saxonella naylori,Saxonella naylori,species,NA,species,NA,NA,Saxonellidae,Saxonella,NA,NA,J. Alroy. 2000. New methods for quantifying macroevolutionary patterns and processes. Paleobiology 26(4):707-733,Saxonella naylori,NA,species,extinct,Saxonellidae,Saxonella,"R. C. Fox. 1991. Saxonella (Plesiadapiformes: ?Primates) in North America: S. Naylori, sp. nov., from the Late Paleocene of Alberta, Canada. Journal of Vertebrate Paleontology 11(3):334-349"
Sciurocheirus alleni,Galago alleni,species,recombined as,species,NA,NA,Galagidae,Sciurocheirus,NA,NA,St. G. Mivart. 1867. On the Appendicular Skeleton of Primates. Philosophical Transactions of the Royal Society of London 157:299-429,Sciurocheirus alleni,NA,species,extant,Galagidae,Sciurocheirus,"C. J. Burgin, J. P. Colella, and P. L. Kahn, N. S. Upham. 2018. How many species of mammals are there?. Journal of Mammalogy 99(1):1-14"
Semnopithecus entellus,Presbytis entellus,species,recombined as,species,NA,NA,Cercopithecidae,Semnopithecus,NA,NA,G. U. Kurup. 1964. Growth changes in the skull of the Indian langur Presbytis entellus (Dufresne) (Primates : Cercopithecidae). Mammalia 28(1):169-182,Semnopithecus entellus,NA,species,extant,Cercopithecidae,Semnopithecus,R. Owen. 1853. Descriptive Catalogue of the Osteological Series Contained in the Museum of the Royal College of Surgeons of England. Volume II. Mammalia Placentalia
Semnopithecus vetulus,Trachypithecus vetulus,species,recombined as,species,NA,NA,Cercopithecidae,Semnopithecus,NA,NA,D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219,Semnopithecus vetulus,NA,species,extant,Cercopithecidae,Semnopithecus,"D. J. Whittaker, N. Ting, and D. J. Melnick. 2006. Molecular phylogenetic affinities of the simakobu monkey (Simias concolor). Molecular Phylogenetics and Evolution 39:887-892"
Shoshonius cooperi,Shoshonius cooperi,species,NA,species,NA,NA,Omomyidae,Shoshonius,NA,NA,"F. S. Szalay. 1976. Systematics of the Omomyidae (Tarsiiformes, Primates) : taxonomy, phylogeny, and adaptations. Bulletin of the American Museum of Natural History 156(3)",Shoshonius cooperi,NA,species,extinct,Omomyidae,Shoshonius,"W. Granger. 1910. Tertiary faunal horizons in the Wind River Basin, Wyoming, with descriptions of new Eocene mammals. Bulletin of the American Museum of Natural History 28(21):235-251"
Simias concolor,Simias concolor,species,NA,species,NA,NA,Cercopithecidae,Simias,NA,NA,D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219,Simias concolor,NA,species,extant,Cercopithecidae,Simias,"D. J. Whittaker, N. Ting, and D. J. Melnick. 2006. Molecular phylogenetic affinities of the simakobu monkey (Simias concolor). Molecular Phylogenetics and Evolution 39:887-892"
Smilodectes gracilis,Smilodectes gracilis,species,NA,species,NA,NA,Notharctidae,Smilodectes,NA,NA,"R. M. West. 1973. Geology and mammalian paleontology of the New Fork-Big Sandy area, Sublette County, Wyoming. Fieldiana: Geology 29",Notharctus matthewi,subjective synonym of,species,extinct,Notharctidae,Smilodectes,W. Granger and W. K. Gregory. 1917. A revision of the Eocene primates of the genus Notharctus. Bulletin of the American Museum of Natural History 37(34)
Smilodectes mcgrewi,Smilodectes mcgrewi,species,NA,species,NA,NA,Notharctidae,Smilodectes,NA,NA,"P. O. McGrew and R. Sullivan. 1971. The stratigraphy and paleontology of Bridger A. Contributions to Geology, University of Wyoming 9(2):66-85",Smilodectes mcgrewi,NA,species,extinct,Notharctidae,Smilodectes,"P. D. Gingerich. 1979. Phylogeny of middle Eocene Adapidae (Mammalia, Primates) in North America: Smilodectes and Notharctus. Journal of Paleontology 53(1):153-163"
Steinius vespertinus,Steinius vespertinus,species,NA,species,NA,NA,Omomyidae,Steinius,NA,NA,"T. M. Bown and K. D. Rose. 1987. Patterns of Dental Evolution in Early Eocene Anaptomorphine Primates (Omomyidae) from the Bighorn Basin, Wyoming. Paleontological Society Memoir 23:1-162",Steinius vespertinus,NA,species,extinct,Omomyidae,Steinius,"W. D. Matthew. 1915. A revision of the Lower Eocene Wasatch and Wind River faunas. \r\nPart IV. - Entelonychia, Primates, Insectivora (part). Bulletin of the American Museum of Natural History 34(14):429-483"
Stirtonia tatacoensis,Homunculus tatacoensis,species,subjective synonym of,species,NA,NA,Atelidae,Stirtonia,NA,NA,R. A. Stirton. 1951. Ceboid monkeys from the Miocene of Colombia. University of California Publications in Geological Sciences 28(11):315-356,Stirtonia tatacoensis,NA,species,extinct,Atelidae,Stirtonia,"R. F. Kay, R. H. Madden, and J. M. Plavcan, R. L. Cifelli, J. Guerrero Diaz. 1987. Stirtonia victoriae, a new species of Miocene Colombian Primate. Journal of Human Evolution 16(2):173-196"
Stockia powayensis,Omomys powayensis,species,recombined as,species,NA,NA,Omomyidae,Stockia,NA,NA,J. A. Lillegraven. 1980.  Primates from Later Eocene Rocks of Southern California. Journal of Mammalogy 61(2),Stockia powayensis,NA,species,extinct,Omomyidae,Stockia,C. L. Gazin. 1958. A review of the middle and upper Eocene primates of North America. Smithsonian Miscellaneous Collections 136(1):1-112
Strigorhysis bridgerensis,Strigorhysis bridgerensis,species,NA,species,NA,NA,Omomyidae,Strigorhysis,NA,NA,"T. M. Bown and K. D. Rose. 1987. Patterns of Dental Evolution in Early Eocene Anaptomorphine Primates (Omomyidae) from the Bighorn Basin, Wyoming. Paleontological Society Memoir 23:1-162",Strigorhysis bridgerensis,NA,species,extinct,Omomyidae,Strigorhysis,"J. G. Eaton. 1982. Paleontology and correlation of Eocene volcanic rocks in the Carter Mountain area, Park County, southeastern Absaroka Range, Wyoming. Contributions to Geology, University of Wyoming 21(2):153-194"
Strigorhysis huerfanensis,Strigorhysis huerfanensis,species,NA,species,NA,NA,Omomyidae,Strigorhysis,NA,NA,"T. M. Bown and K. D. Rose. 1987. Patterns of Dental Evolution in Early Eocene Anaptomorphine Primates (Omomyidae) from the Bighorn Basin, Wyoming. Paleontological Society Memoir 23:1-162",Strigorhysis huerfanensis,NA,species,extinct,Omomyidae,Strigorhysis,"T. M. Bown and K. D. Rose. 1987. Patterns of Dental Evolution in Early Eocene Anaptomorphine Primates (Omomyidae) from the Bighorn Basin, Wyoming. Paleontological Society Memoir 23:1-162"
Symphalangus syndactylus,Hylobates syndactylus,species,recombined as,species,NA,NA,Hylobatidae,Symphalangus,NA,NA,C. B. Ruff. 2003. Long bone articular and diaphyseal structure in Old World monkeys and apes. II: Estimation of body mass. American Journal of Physical Anthropology 120(1):16-37,Symphalangus syndactylus,NA,species,extant,Hylobatidae,Symphalangus,C. B. Ruff. 2003. Long bone articular and diaphyseal structure in Old World monkeys and apes. II: Estimation of body mass. American Journal of Physical Anthropology 120(1):16-37
Tarka stylifera,Tarka stylifera,species,NA,species,NA,NA,Omomyidae,Tarka,NA,NA,"M. C. McKenna. 1990. Plagiomenids (Mammalia: ?Dermoptera) from the Oligocene of Oregon, Montana, and South Dakota, and middle Eocene of northwestern Wyoming. Geological Society of America Special Paper 243:211-234",Tarka stylifera,NA,species,extinct,Omomyidae,Tarka,J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.
Tarkadectes montanensis,Tarkadectes montanensis,species,NA,species,NA,NA,Omomyidae,Tarkadectes,NA,NA,"M. C. McKenna. 1990. Plagiomenids (Mammalia: ?Dermoptera) from the Oligocene of Oregon, Montana, and South Dakota, and middle Eocene of northwestern Wyoming. Geological Society of America Special Paper 243:211-234",Tarkadectes montanensis,NA,species,extinct,Omomyidae,Tarkadectes,J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.
Teilhardina americana,Teilhardina americana,species,NA,species,NA,NA,Omomyidae,Teilhardina,NA,NA,"T. M. Bown and K. D. Rose. 1987. Patterns of Dental Evolution in Early Eocene Anaptomorphine Primates (Omomyidae) from the Bighorn Basin, Wyoming. Paleontological Society Memoir 23:1-162",Teilhardina americana,NA,species,extinct,Omomyidae,Teilhardina,"T. M. Bown. 1976. Affinities of Teilhardina (Primates, Omomyidae) with Description of a New Species from North America. Folia Primatologica 25"
Teilhardina crassidens,Teilhardina crassidens,species,NA,species,NA,NA,Omomyidae,Teilhardina,NA,NA,"T. M. Bown and K. D. Rose. 1987. Patterns of Dental Evolution in Early Eocene Anaptomorphine Primates (Omomyidae) from the Bighorn Basin, Wyoming. Paleontological Society Memoir 23:1-162",Teilhardina crassidens,NA,species,extinct,Omomyidae,Teilhardina,"T. M. Bown and K. D. Rose. 1987. Patterns of Dental Evolution in Early Eocene Anaptomorphine Primates (Omomyidae) from the Bighorn Basin, Wyoming. Paleontological Society Memoir 23:1-162"
Teilhardina tenuicula,Teilhardina tenuicula,species,NA,species,NA,NA,Omomyidae,Teilhardina,NA,NA,"T. M. Bown and K. D. Rose. 1987. Patterns of Dental Evolution in Early Eocene Anaptomorphine Primates (Omomyidae) from the Bighorn Basin, Wyoming. Paleontological Society Memoir 23:1-162",Teilhardina tenuicula,NA,species,extinct,Omomyidae,Teilhardina,"G. L. Jepsen. 1930. New Vertebrate Fossils from the Lower Eocene of the Bighorn Basin, Wyoming. Proceedings of the American Philosophical Society 69(1):117-131"
Tetonius homunculus,Tetonius homunculus,species,NA,species,NA,NA,Omomyidae,Tetonius,NA,NA,"T. M. Bown and K. D. Rose. 1987. Patterns of Dental Evolution in Early Eocene Anaptomorphine Primates (Omomyidae) from the Bighorn Basin, Wyoming. Paleontological Society Memoir 23:1-162",Tetonius homunculus,NA,species,extinct,Omomyidae,Tetonius,"W. D. Matthew. 1915. A revision of the Lower Eocene Wasatch and Wind River faunas. \r\nPart IV. - Entelonychia, Primates, Insectivora (part). Bulletin of the American Museum of Natural History 34(14):429-483"
Tetonius matthewi,Tetonius matthewi,species,NA,species,NA,NA,Omomyidae,Tetonius,NA,NA,"T. M. Bown and K. D. Rose. 1987. Patterns of Dental Evolution in Early Eocene Anaptomorphine Primates (Omomyidae) from the Bighorn Basin, Wyoming. Paleontological Society Memoir 23:1-162",Tetonius matthewi,NA,species,extinct,Omomyidae,Tetonius,"T. M. Bown and K. D. Rose. 1987. Patterns of Dental Evolution in Early Eocene Anaptomorphine Primates (Omomyidae) from the Bighorn Basin, Wyoming. Paleontological Society Memoir 23:1-162"
Tetonius mckennai,Tetonius mckennai,species,NA,species,NA,NA,Omomyidae,Tetonius,NA,NA,"T. M. Bown and K. D. Rose. 1987. Patterns of Dental Evolution in Early Eocene Anaptomorphine Primates (Omomyidae) from the Bighorn Basin, Wyoming. Paleontological Society Memoir 23:1-162",Tetonius mckennai,NA,species,extinct,Omomyidae,Tetonius,"T. M. Bown and K. D. Rose. 1987. Patterns of Dental Evolution in Early Eocene Anaptomorphine Primates (Omomyidae) from the Bighorn Basin, Wyoming. Paleontological Society Memoir 23:1-162"
Tetonoides pearcei,Anemorhysis pearcei,species,recombined as,species,NA,NA,Omomyidae,Anemorhysis,NA,NA,"T. M. Bown and K. D. Rose. 1984. Reassessment of Some Early Eocene Omomyidae, with Description of a New Genus and Three New Species. Folia Primatologica 43",Tetonoides pearcei,NA,species,extinct,Omomyidae,Anemorhysis,C. L. Gazin. 1962. A Further Study Of The Lower Eocene Mammalian Faunas Of Southwestern Wyoming. Smithsonian Miscellaneous Collections 144(1):1-98
Theropithecus gelada,Gelada rueppelli,species,"misspelling of, subjective synonym of",species,NA,NA,Cercopithecidae,Theropithecus,NA,NA,A. H. Garrod. 1879. Notes on the Anatomy of Gelada rueppelli. Proceedings of the Zoological Society of London 47(1):451-457,Gelada ruppellii,subjective synonym of,species,extant,Cercopithecidae,Theropithecus,J. A. Allen. 1925. Primates collected by the American Museum Congo Expedition. Bulletin of the American Museum of Natural History 47(4):283-524
Tinimomys graybulliensis,Tinimomys graybulliensis,species,NA,species,NA,NA,Micromomyidae,Tinimomys,NA,NA,T. M. Bown and K. D. Rose. 1976. New Early Tertiary Primates and a Reappraisal of some Plesiadapiformes. Folia Primatologica 26,Myrmekomomys loomisi,subjective synonym of,species,extinct,Micromomyidae,Tinimomys,"P. Robinson. 1994. Myrmekomomys, a new genus of Micromomyine (Mammalia, ?Microsyopidae) from the lower Eocene rocks of the Powder River Basin, Wyoming. Contributions to Geology, University of Wyoming 30(1):85-90"
Torrejonia wilsoni,Torrejonia wilsoni,species,NA,species,NA,NA,Palaechthonidae,Plesiolestes,NA,NA,"C. B. Wood, G. C. Conroy, and S. G. Lucas. 1979. New Discoveries of Fossil Primates from the Type Torrejonian (Middle Paleocene) of New Mexico. Folia Primatologica 32",Torrejonia wilsoni,NA,species,extinct,Palaechthonidae,Plesiolestes,"C. L. Gazin. 1968. A new primate from the Torrejon middle Paleocene of the San Juan Basin, New Mexico. Proceedings of the Biological Society of Washington 81:629-634"
Trachypithecus cristatus,Trachypithecus cristatus,species,NA,species,NA,NA,Cercopithecidae,Trachypithecus,NA,NA,C. B. Ruff. 2003. Long bone articular and diaphyseal structure in Old World monkeys and apes. II: Estimation of body mass. American Journal of Physical Anthropology 120(1):16-37,Trachypithecus cristatus,NA,species,extant,Cercopithecidae,Trachypithecus,C. B. Ruff. 2003. Long bone articular and diaphyseal structure in Old World monkeys and apes. II: Estimation of body mass. American Journal of Physical Anthropology 120(1):16-37
Trachypithecus obscurus,Trachypithecus obscurus,species,NA,species,NA,NA,Cercopithecidae,Trachypithecus,NA,NA,D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219,Trachypithecus obscurus,NA,species,extant,Cercopithecidae,Trachypithecus,"D. J. Whittaker, N. Ting, and D. J. Melnick. 2006. Molecular phylogenetic affinities of the simakobu monkey (Simias concolor). Molecular Phylogenetics and Evolution 39:887-892"
Trachypithecus phayrei,Trachypithecus phayrei,species,NA,species,NA,NA,Cercopithecidae,Trachypithecus,NA,NA,D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219,Trachypithecus phayrei,NA,species,extant,Cercopithecidae,Trachypithecus,S. L. Washburn. 1944. The genera of Malaysian langurs. Journal of Mammalogy 25(3):289-294
