accepted_name,orig_no,taxon_no,taxon_name,difference,accepted_no,accepted_rank,parent_no,ref_pubyr,reference_no,is_extant,n_occs,family,genus,primary_reference
Picrodus lepidus,68069,68069,Picrodus lepidus,,68069,species,40711,2005,14679,extinct,1,Picrodontidae,Picrodus,C. S. Scott and R. C. Fox. 2005. Windows on the evolution of Picrodus (Plesiadapiformes: Primates): morphology and relationships of a species complex from the Paleocene of Alberta. Journal of Paleontology 79(4):635-657
Zanycteris paleocenus,52737,52737,Zanycteris paleocenus,,52737,species,40712,2002,6294,extinct,3,Picrodontidae,Zanycteris,J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.
Zanycteris honeyi,331041,331041,Zanycteris honeyi,,331041,species,40712,2013,56865,extinct,1,Picrodontidae,Zanycteris,B. J. Burger. 2013. A new species of the archaic primate Zanycteris from the late Paleocene of western Colorado and the phylogenetic position of the family Picrodontidae. PeerJ 1:e191:1-11
Russellodon haininense,347642,347642,Russellodon haininense,,347642,species,347641,2017,60813,extinct,1,Picrodontidae,Russellodon,E. De Bast and T. Smith. 2017. The oldest Cenozoic mammal fauna of Europe: implication of the Hainin reference fauna for mammalian evolution and dispersals during the Paleocene. Journal of Systematic Palaeontology 15(9):741-785
Draconodus apertus,45915,45915,Draconodus apertus,,45915,species,40710,2005,14679,extinct,1,Picrodontidae,Draconodus,C. S. Scott and R. C. Fox. 2005. Windows on the evolution of Picrodus (Plesiadapiformes: Primates): morphology and relationships of a species complex from the Paleocene of Alberta. Journal of Paleontology 79(4):635-657
Saxonella naylori,51402,51402,Saxonella naylori,,51402,species,40740,1991,1539,extinct,2,Saxonellidae,Saxonella,"R. C. Fox. 1991. Saxonella (Plesiadapiformes: ?Primates) in North America: S. Naylori, sp. nov., from the Late Paleocene of Alberta, Canada. Journal of Vertebrate Paleontology 11(3):334-349"
Saxonella crepaturae,136762,136762,Saxonella crepaturae,,136762,species,40740,1984,1526,extinct,1,Saxonellidae,Saxonella,R. C. Fox. 1984. First North American record of the Paleocene primate Saxonella. Journal of Paleontology 58(3):892-894
Plesiadapis tricuspidens,50444,50444,Plesiadapis tricuspidens,,50444,species,40738,1971,26128,extinct,11,Plesiadapidae,Plesiadapis,F. S. Szalay. 1971. Cranium of the Late Palaeocene Primate Plesiadapis tricuspidens. Nature 230:324-325
Plesiadapis tricuspidens,247042,247042,Platychoerops georgei,subjective synonym of,50444,species,40738,1994,42930,extinct,11,Plesiadapidae,Plesiadapis,"J. J. Hooker. 1994. A new species of Platychoerops (Plesiadapiformes, Mammalia) from the latest Palaeocene of the Paris, London and Belgian Basins. Geobios 27(3):343-352"
Plesiadapis tricuspidens,144258,144258,Plesiadapis (Tricuspidens) gervaisii,subjective synonym of,50444,species,40738,1976,1635,extinct,11,Plesiadapidae,Plesiadapis,"P. D. Gingerich. 1976. Cranial Anatomy and Evolution of Early Tertiary Plesiadapidae (Mammalia, Primates). University of Michigan Papers on Paleontology 15:1-141"
Plesiadapis russelli,144259,144259,Plesiadapis russelli,,144259,species,40738,1976,1635,extinct,1,Plesiadapidae,Plesiadapis,"P. D. Gingerich. 1976. Cranial Anatomy and Evolution of Early Tertiary Plesiadapidae (Mammalia, Primates). University of Michigan Papers on Paleontology 15:1-141"
Plesiadapis churchilli,50430,50430,Plesiadapis churchilli,,50430,species,40738,1975,1634,extinct,28,Plesiadapidae,Plesiadapis,"P. D. Gingerich. 1975. New North American Plesiadapidae (Mammalia, Primates) and a biostratigraphic zonation of the middle and upper Paleocene. Contributions from the Museum of Paleontology, University of Michigan 24(13):135-148"
Plesiadapis recticuspidens,144270,144270,Plesiadapis recticuspidens,,144270,species,40738,1976,1635,extinct,0,Plesiadapidae,Plesiadapis,"P. D. Gingerich. 1976. Cranial Anatomy and Evolution of Early Tertiary Plesiadapidae (Mammalia, Primates). University of Michigan Papers on Paleontology 15:1-141"
Plesiadapis berruensis,375366,375366,Plesiadapis berruensis,,375366,species,40738,2018,66643,extinct,1,Plesiadapidae,Plesiadapis,"M. Jehle. 2018. Evolution of plesiadapid mammals (Eutheria, Euarchonta, Plesiadapiformes) in Europe across the Paleocene/Eocene boundary: implications for phylogeny, biochronology and scenarios of dispersal. Palaeobiodiversity and Palaeoenvironments"
Plesiadapis praecursor,50440,50440,Plesiadapis praecursor,,50440,species,40738,1975,1634,extinct,8,Plesiadapidae,Plesiadapis,"P. D. Gingerich. 1975. New North American Plesiadapidae (Mammalia, Primates) and a biostratigraphic zonation of the middle and upper Paleocene. Contributions from the Museum of Paleontology, University of Michigan 24(13):135-148"
Plesiadapis insignis,144254,144255,Plesiadapis insignis,,144254,species,40738,1976,1635,extinct,1,Plesiadapidae,Plesiadapis,"P. D. Gingerich. 1976. Cranial Anatomy and Evolution of Early Tertiary Plesiadapidae (Mammalia, Primates). University of Michigan Papers on Paleontology 15:1-141"
Plesiadapis fodinatus,50434,50434,Plesiadapis fodinatus,,50434,species,40738,1930,2024,extinct,30,Plesiadapidae,Plesiadapis,"G. L. Jepsen. 1930. New Vertebrate Fossils from the Lower Eocene of the Bighorn Basin, Wyoming. Proceedings of the American Philosophical Society 69(1):117-131"
Plesiadapis fodinatus,50433,50433,Plesiadapis farisi,subjective synonym of,50434,species,40738,1976,1635,extinct,30,Plesiadapidae,Plesiadapis,"P. D. Gingerich. 1976. Cranial Anatomy and Evolution of Early Tertiary Plesiadapidae (Mammalia, Primates). University of Michigan Papers on Paleontology 15:1-141"
Plesiadapis ploegi,371111,371111,Plesiadapis ploegi,,371111,species,40738,2018,65817,extinct,2,Plesiadapidae,Plesiadapis,"E. De Bast, C. Gagnaison, and T. Smith. 2018. Plesiadapid mammals from the latest Paleocene of France offer new insights on the evolution of Plesiadapis during the Paleocene-Eocene transition. Journal of Vertebrate Paleontology 38:e1460602:1-22"
Plesiadapis simonsi,50443,50443,Plesiadapis simonsi,,50443,species,40738,1975,1634,extinct,8,Plesiadapidae,Plesiadapis,"P. D. Gingerich. 1975. New North American Plesiadapidae (Mammalia, Primates) and a biostratigraphic zonation of the middle and upper Paleocene. Contributions from the Museum of Paleontology, University of Michigan 24(13):135-148"
Plesiadapis walbeckensis,144256,144256,Plesiadapis walbeckensis,,144256,species,40738,1976,1635,extinct,1,Plesiadapidae,Plesiadapis,"P. D. Gingerich. 1976. Cranial Anatomy and Evolution of Early Tertiary Plesiadapidae (Mammalia, Primates). University of Michigan Papers on Paleontology 15:1-141"
Plesiadapis,144271,144271,Plesiadapis chevillionii,nomen nudum,40738,genus,40738,1976,1635,extinct,0,Plesiadapidae,Plesiadapis,"P. D. Gingerich. 1976. Cranial Anatomy and Evolution of Early Tertiary Plesiadapidae (Mammalia, Primates). University of Michigan Papers on Paleontology 15:1-141"
Plesiadapis remensis,144257,144257,Plesiadapis remensis,,144257,species,40738,1976,1635,extinct,7,Plesiadapidae,Plesiadapis,"P. D. Gingerich. 1976. Cranial Anatomy and Evolution of Early Tertiary Plesiadapidae (Mammalia, Primates). University of Michigan Papers on Paleontology 15:1-141"
Plesiadapis anceps,50429,50429,Plesiadapis anceps,,50429,species,40738,1936,3143,extinct,12,Plesiadapidae,Plesiadapis,G. G. Simpson. 1936. A new fauna from the Fort Union of Montana. American Museum Novitates 873
Plesiadapis anceps,50437,50437,Plesiadapis jepseni,subjective synonym of,50429,species,40738,1956,1609,extinct,12,Plesiadapidae,Plesiadapis,C. L. Gazin. 1956. Palaeocene mammalian faunas of the Bison Basin in south-central Wyoming. Smithsonian Miscellaneous Collections 131(6):1-57
Plesiadapis dubius,49221,50432,Plesiadapis dubius,,49221,species,40738,1915,2471,extinct,50,Plesiadapidae,Plesiadapis,"W. D. Matthew. 1915. A revision of the Lower Eocene Wasatch and Wind River faunas. \r\nPart IV. - Entelonychia, Primates, Insectivora (part). Bulletin of the American Museum of Natural History 34(14):429-483"
Plesiadapis dubius,50439,50439,Plesiadapis pearcei,subjective synonym of,49221,species,40738,1956,4269,extinct,50,Plesiadapidae,Plesiadapis,C. L. Gazin. 1956. The upper Paleocene Mammalia from the Almy formation in western Wyoming. Smithsonian Miscellaneous Collections 131(7):1-18
Plesiadapis dubius,50442,50442,Plesiadapis rubeyi,subjective synonym of,49221,species,40738,1976,1635,extinct,50,Plesiadapidae,Plesiadapis,"P. D. Gingerich. 1976. Cranial Anatomy and Evolution of Early Tertiary Plesiadapidae (Mammalia, Primates). University of Michigan Papers on Paleontology 15:1-141"
Plesiadapis gingerichi,50436,50436,Plesiadapis gingerichi,,50436,species,40738,1981,2953,extinct,10,Plesiadapidae,Plesiadapis,K. D. Rose. 1981. The Clarkforkian Land-Mammal Age and Mammalian Faunal Composition Across the Paleocene-Eocene Boundary. University of Michigan Papers on Paleontology 26:1-197
Plesiadapis cookei,50431,50431,Plesiadapis cookei,,50431,species,40738,1930,2024,extinct,31,Plesiadapidae,Plesiadapis,"G. L. Jepsen. 1930. New Vertebrate Fossils from the Lower Eocene of the Bighorn Basin, Wyoming. Proceedings of the American Philosophical Society 69(1):117-131"
Plesiadapis rex,52194,50441,Plesiadapis rex,,52194,species,40738,1937,3144,extinct,15,Plesiadapidae,Plesiadapis,"G. G. Simpson. 1937. The Fort Union of the Crazy Mountain field, Montana and its mammalian faunas. Bulletin of the United States National Museum 169:1-287"
Plesiadapis rex,50438,50438,Plesiadapis paskapooensis,subjective synonym of,52194,species,40738,1976,1635,extinct,15,Plesiadapidae,Plesiadapis,"P. D. Gingerich. 1976. Cranial Anatomy and Evolution of Early Tertiary Plesiadapidae (Mammalia, Primates). University of Michigan Papers on Paleontology 15:1-141"
Chiromyoides caesor,45057,45057,Chiromyoides caesor,,45057,species,40734,1973,1632,extinct,8,Plesiadapidae,Chiromyoides,P. D. Gingerich. 1973. First record of the Palaeocene primate Chiromyoides from North America. Nature 244:517-518
Chiromyoides gigas,419146,419146,Chiromyoides gigas,,419146,species,40734,2008,53350,extinct,2,Plesiadapidae,Chiromyoides,"B. J. Burger and J. G. Honey. 2008. Plesiadapidae (Mammalia, Primates) from the Late Paleocene Fort Union Formation of the Piceance Creek Basin, Colorado. Journal of Vertebrate Paleontology 28(3):816-825"
Chiromyoides campanicus,113801,113801,Chiromyoides campanicus,,113801,species,40734,1976,1635,extinct,2,Plesiadapidae,Chiromyoides,"P. D. Gingerich. 1976. Cranial Anatomy and Evolution of Early Tertiary Plesiadapidae (Mammalia, Primates). University of Michigan Papers on Paleontology 15:1-141"
Chiromyoides gingerichi,419145,419145,Chiromyoides gingerichi,,419145,species,40734,2008,63104,extinct,5,Plesiadapidae,Chiromyoides,"R. Secord. 2008. The Tiffanian Land-Mammal Age (middle and late Paleocene) in the northern Bighorn Basin, Wyoming. University of Michigan Papers on Paleontology 35:1-192"
Chiromyoides potior,45060,45060,Chiromyoides potior,,45060,species,40734,1975,1634,extinct,3,Plesiadapidae,Chiromyoides,"P. D. Gingerich. 1975. New North American Plesiadapidae (Mammalia, Primates) and a biostratigraphic zonation of the middle and upper Paleocene. Contributions from the Museum of Paleontology, University of Michigan 24(13):135-148"
Chiromyoides minor,45059,45059,Chiromyoides minor,,45059,species,40734,1975,1634,extinct,1,Plesiadapidae,Chiromyoides,"P. D. Gingerich. 1975. New North American Plesiadapidae (Mammalia, Primates) and a biostratigraphic zonation of the middle and upper Paleocene. Contributions from the Museum of Paleontology, University of Michigan 24(13):135-148"
Chiromyoides kesiwah,419123,419123,Chiromyoides kesiwah,,419123,species,40734,2020,72377,extinct,4,Plesiadapidae,Chiromyoides,"K. C. Beard, M. F. Jones, and N. A. Thurber, O. Sanisidro. 2020. Systematics and paleobiology of Chiromyoides (Mammalia, Plesiadapidae) from the upper Paleocene of western North America and western Europe. Journal of Vertebrate Paleontology"
Chiromyoides mauberti,371113,371113,Chiromyoides mauberti,,371113,species,40734,2018,65817,extinct,1,Plesiadapidae,Chiromyoides,"E. De Bast, C. Gagnaison, and T. Smith. 2018. Plesiadapid mammals from the latest Paleocene of France offer new insights on the evolution of Plesiadapis during the Paleocene-Eocene transition. Journal of Vertebrate Paleontology 38:e1460602:1-22"
Chiromyoides major,45058,45058,Chiromyoides major,,45058,species,40734,1975,1634,extinct,5,Plesiadapidae,Chiromyoides,"P. D. Gingerich. 1975. New North American Plesiadapidae (Mammalia, Primates) and a biostratigraphic zonation of the middle and upper Paleocene. Contributions from the Museum of Paleontology, University of Michigan 24(13):135-148"
Asioplesiadapis youngi,333107,333107,Asioplesiadapis youngi,,333107,species,333106,2002,57236,extinct,1,Plesiadapidae,Asioplesiadapis,"J.-F. Fu, J.-W. Wang, and Y.-S. Tong. 2002. The new discovery of the Plesiadapiformes from the Early Eocene of Wutu Basin, Shandong Province. Vertebrata PalAsiatica 40(3):219-227"
Nannodectes intermedius,50862,48974,Nannodectes intermedius,,50862,species,40735,1971,1622,extinct,11,Plesiadapidae,Nannodectes,"C. L. Gazin. 1971. Paleocene primates from the Shotgun Member of the Fort Union Formation in the Wind River Basin, Wyoming. Proceedings of the Biological Society of Washington 84(3):13-38"
Nannodectes gidleyi,49222,48973,Nannodectes gidleyi,,49222,species,40735,1917,29621,extinct,7,Plesiadapidae,Nannodectes,W. D. Matthew. 1917. The dentition of Nothodectes. Bulletin of the American Museum of Natural History 37(33):831-839
Nannodectes simpsoni,50865,48975,Nannodectes simpsoni,,50865,species,40735,1956,1609,extinct,6,Plesiadapidae,Nannodectes,C. L. Gazin. 1956. Palaeocene mammalian faunas of the Bison Basin in south-central Wyoming. Smithsonian Miscellaneous Collections 131(6):1-57
Nannodectes gazini,48972,48972,Nannodectes gazini,,48972,species,40735,1975,1634,extinct,2,Plesiadapidae,Nannodectes,"P. D. Gingerich. 1975. New North American Plesiadapidae (Mammalia, Primates) and a biostratigraphic zonation of the middle and upper Paleocene. Contributions from the Museum of Paleontology, University of Michigan 24(13):135-148"
Nannodectes lynasi,450008,450008,Nannodectes lynasi,,450008,species,40735,2014,79420,extinct,6,Plesiadapidae,Nannodectes,"D. Lofgren, M. McKenna, and J. Honey, R. Nydam, C. Wheaton, B. Yokote, L. Henn, W. Hanlon, S. Manning, C. McGee. 2014. New Records of Eutherian Mammals from the Goler Formation (Tiffanian, Paleocene) of California and Their Biostratigraphic and Paleobiogeographic Implications. American Museum Novitates 3797:1-57"
Jattadectes mamikheli,144279,144279,Jattadectes mamikheli,,144279,species,144278,2001,11799,extinct,1,Plesiadapidae,Jattadectes,"J. G. M. Thewissen, E. M. Williams, and ST Hussain. 2001. Eocene mammal faunas from northern Indo-Pakistan. Journal of Vertebrate Paleontology 21(2):347-366"
Pronothodectes matthewi,50864,50864,Pronothodectes matthewi,,50864,species,40739,2002,6294,extinct,5,Plesiadapidae,Pronothodectes,J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.
Pronothodectes jepi,50863,50863,Pronothodectes jepi,,50863,species,40739,1975,1634,extinct,5,Plesiadapidae,Pronothodectes,"P. D. Gingerich. 1975. New North American Plesiadapidae (Mammalia, Primates) and a biostratigraphic zonation of the middle and upper Paleocene. Contributions from the Museum of Paleontology, University of Michigan 24(13):135-148"
Pronothodectes gaoi,50861,50861,Pronothodectes gaoi,,50861,species,40739,1990,1537,extinct,5,Plesiadapidae,Pronothodectes,"R. C. Fox. 1990. Pronothodectes gaoi n. sp. from the Late Paleocene of Alberta, Canada, and the Early Evolution of the Plesiadapidae (Mammalia, Primates). Journal of Paleontology 64(4)"
Megachiromyoides schluteri,145092,145092,Megachiromyoides schluteri,,145092,species,145091,1940,29655,extinct,0,Plesiadapidae,Megachiromyoides,G. G. Simpson. 1940. Studies on the earliest primates. Bulletin of the American Museum of Natural History 77(4):185-212
Platychoerops boyeri,371112,371112,Platychoerops boyeri,,371112,species,40737,2018,65817,extinct,1,Plesiadapidae,Platychoerops,"E. De Bast, C. Gagnaison, and T. Smith. 2018. Plesiadapid mammals from the latest Paleocene of France offer new insights on the evolution of Plesiadapis during the Paleocene-Eocene transition. Journal of Vertebrate Paleontology 38:e1460602:1-22"
Platychoerops russelli,247043,247043,Platychoerops russelli,,247043,species,40737,1994,42930,extinct,1,Plesiadapidae,Platychoerops,"J. J. Hooker. 1994. A new species of Platychoerops (Plesiadapiformes, Mammalia) from the latest Palaeocene of the Paris, London and Belgian Basins. Geobios 27(3):343-352"
Platychoerops antiquus,253049,253049,Platychoerops antiquus,,253049,species,40737,2012,43979,extinct,1,Plesiadapidae,Platychoerops,"D. M. Boyer, L. Costeur, and Y. Lipman. 2012. Earliest record of Platychoerops (Primates, Plesiadapidae), a new species from Mouras Quarry, Mont de Berru, France. American Journal of Physical Anthropology 149(3):329-346"
Platychoerops daubrei,144262,144264,Platychoerops daubrei,,144262,species,40737,1976,1635,extinct,6,Plesiadapidae,Platychoerops,"P. D. Gingerich. 1976. Cranial Anatomy and Evolution of Early Tertiary Plesiadapidae (Mammalia, Primates). University of Michigan Papers on Paleontology 15:1-141"
