county,county_name,district,district_name,k12_enrollment,reduced,free,total_reduced_free,percent_reduced_free,year
94,Webster,6096,Southeast Webster Grand,509,,,230,45.19,2020
73,Page,6097,South Page,125,,,88,70.4,2020
86,Tama,6098,South Tama County,1451,,,919,63.34,2020
71,O'Brien,6099,South O'Brien,546,,,190,34.8,2020
96,Winneshiek,6100,South Winneshiek,473,,,164,34.67,2020
77,Polk,6101,Southeast Polk,6836,,,2197,32.14,2020
21,Clay,6102,Spencer,2114,,,905,42.81,2020
30,Dickinson,6120,Spirit Lake,1214,,,311,25.62,2020
57,Linn,6138,Springville,393,,,97,24.68,2020
69,Montgomery,6165,Stanton,245,,,86,35.1,2020
33,Fayette,6175,Starmont,569,,,236,41.48,2020
11,Buena Vista,6219,Storm Lake,2712,,,1932,71.24,2020
40,Hamilton,6246,Stratford,56,,,56,100,2020
39,Guthrie,6264,West Central Valley,808,,,329,40.72,2020
9,Bremer,6273,Sumner-Fredericksburg,767,,,241,31.42,2020
16,Cedar,6408,Tipton,937,,,253,27,2020
78,Pottawattamie,6453,Treynor,808,,,97,12,2020
78,Pottawattamie,6460,Tri-Center,661,,,220,33.28,2020
54,Keokuk,6462,Tri-County,218,,,105,48.17,2020
9,Bremer,6471,Tripoli,356,,,160,44.94,2020
96,Winneshiek,6509,Turkey Valley,320,,,122,38.13,2020
63,Marion,6512,Twin Cedars,304,,,133,43.75,2020
46,Humboldt,6516,Twin Rivers,47,,,15,31.91,2020
78,Pottawattamie,6534,Underwood,768,,,123,16.02,2020
7,Black Hawk,6536,Union,968,,,263,27.17,2020
8,Boone,6561,United,275,,,67,24.36,2020
77,Polk,6579,Urbandale,3867,,,388,10.03,2020
89,Van Buren,6592,Van Buren County,766,,,399,52.09,2020
25,Dallas,6615,Van Meter,929,,,71,7.64,2020
69,Montgomery,6651,Villisca,265,,,134,50.57,2020
6,Benton,6660,Vinton-Shellsburg,1412,,,587,41.57,2020
44,Henry,6700,Waco,432,,,206,47.69,2020
81,Sac,6741,East Sac County,760,,,387,50.92,2020
58,Louisa,6759,Wapello,525,,,247,47.05,2020
9,Bremer,6762,Wapsie Valley,701,,,144,20.54,2020
92,Washington,6768,Washington,1507,,,770,51.09,2020
7,Black Hawk,6795,Waterloo,10249,,,7516,73.33,2020
25,Dallas,6822,Waukee,11579,,,1709,14.76,2020
9,Bremer,6840,Waverly-Shell Rock,2226,,,523,23.5,2020
93,Wayne,6854,Wayne,570,,,317,55.61,2020
40,Hamilton,6867,Webster City,1731,,,859,49.62,2020
74,Palo Alto,6921,West Bend-Mallard,328,,,143,43.6,2020
16,Cedar,6930,West Branch,776,,,172,22.16,2020
29,Des Moines,6937,West Burlington Ind,914,,,403,44.09,2020
33,Fayette,6943,West Central,264,,,127,48.11,2020
28,Delaware,6950,West Delaware County,1328,,,475,35.77,2020
77,Polk,6957,West Des Moines,8796,,,3603,40.96,2020
31,Dubuque,6961,Western Dubuque,3413,,,921,26.99,2020
43,Harrison,6969,West Harrison,278,,,118,42.45,2020
70,Muscatine,6975,West Liberty,1242,,,788,63.45,2020
60,Lyon,6983,West Lyon,911,,,220,24.15,2020
64,Marshall,6985,West Marshall,922,,,262,28.42,2020
67,Monona,6987,West Monona,582,,,304,52.23,2020
84,Sioux,6990,West Sioux,780,,,481,61.67,2020
97,Woodbury,6992,Westwood,566,,,194,34.28,2020
67,Monona,7002,Whiting,178,,,103,57.87,2020
48,Iowa,7029,Williamsburg,1153,,,266,23.07,2020
70,Muscatine,7038,Wilton,905,,,320,35.36,2020
44,Henry,7047,Winfield-Mt Union,382,,,217,56.81,2020
61,Madison,7056,Winterset,1599,,,551,34.46,2020
43,Harrison,7092,Woodbine,447,,,171,38.26,2020
97,Woodbury,7098,Woodbury Central,555,,,170,30.63,2020
25,Dallas,7110,Woodward-Granger,1098,,,167,15.21,2020
42,Hardin,9,AGWSR,587,,,257,43.8,2019
39,Guthrie,18,Adair-Casey,241,,,104,43.2,2019
25,Dallas,27,Adel DeSoto Minburn,2001,,,383,19.1,2019
75,Plymouth,63,Akron Westfield,604,,,191,31.6,2019
11,Buena Vista,72,Albert City-Truesdale,103,,,48,46.6,2019
68,Monroe,81,Albia,1132,,,456,40.3,2019
57,Linn,99,Alburnett,637,,,138,21.7,2019
42,Hardin,108,Alden,140,,,50,35.7,2019
55,Kossuth,126,Algona,1359,,,510,37.5,2019
3,Allamakee,135,Allamakee,1078,,,469,43.5,2019
12,Butler,153,North Butler,537,,,168,31.3,2019
11,Buena Vista,171,Alta-Aurelia,750,,,339,45.2,2019
85,Story,225,Ames,4671,,,1384,29.6,2019
53,Jones,234,Anamosa,1187,,,491,41.4,2019
49,Jackson,243,Andrew,133,,,55,41.4,2019
77,Polk,261,Ankeny,12003,,,1940,16.2,2019
12,Butler,279,Aplington-Parkersburg,779,,,239,30.7,2019
32,Emmet,333,North Union,333,,,165,49.6,2019
24,Crawford,355,Ar-We-Va,221,,,111,50.2,2019
15,Cass,387,Atlantic,1392,,,761,54.7,2019
5,Audubon,414,Audubon,512,,,215,42.0,2019
78,Pottawattamie,441,AHSTW,693,,,279,40.3,2019
85,Story,472,Ballard,1693,,,277,16.4,2019
50,Jasper,513,Baxter,414,,,100,24.2,2019
38,Grundy,540,BCLUW,531,,,190,35.8,2019
87,Taylor,549,Bedford,480,,,221,46.0,2019
6,Benton,576,Belle Plaine,482,,,206,42.7,2019
49,Jackson,585,Bellevue,675,,,179,26.5,2019
99,Wright,594,Belmond-Klemme,686,,,361,52.6,2019
16,Cedar,603,Bennett,71,,,32,45.1,2019
6,Benton,609,Benton,1467,,,373,25.4,2019
82,Scott,621,Bettendorf,4564,,,1632,35.8,2019
90,Wapello,657,Eddyville-Blakesburg-Fremont,959,,,350,36.5,2019
77,Polk,720,Bondurant-Farrar,2345,,,503,21.5,2019
8,Boone,729,Boone,1915,,,816,42.6,2019
84,Sioux,747,Boyden-Hull,602,,,240,39.9,2019
41,Hancock,819,West Hancock,558,,,213,38.2,2019
79,Poweshiek,846,Brooklyn-Guernsey-Malcom,552,,,224,40.6,2019
95,Winnebago,873,North Iowa,439,,,194,44.2,2019
29,Des Moines,882,Burlington,3392,,,2353,69.4,2019
15,Cass,914,CAM,1021,,,339,33.2,2019
35,Franklin,916,CAL,104,,,61,58.7,2019
23,Clinton,918,Calamus-Wheatland,432,,,153,35.4,2019
23,Clinton,936,Camanche,925,,,352,38.1,2019
90,Wapello,977,Cardinal,924,,,546,59.1,2019
91,Warren,981,Carlisle,2114,,,638,30.2,2019
14,Carroll,999,Carroll,1676,,,599,35.7,2019
7,Black Hawk,1044,Cedar Falls,5541,,,1267,22.9,2019
57,Linn,1053,Cedar Rapids,15630,,,8685,55.6,2019
57,Linn,1062,Center Point-Urbana,1495,,,220,14.7,2019
4,Appanoose,1071,Centerville,1316,,,687,52.2,2019
56,Lee,1079,Central Lee,1105,,,467,42.3,2019
22,Clayton,1080,Central,399,,,139,34.8,2019
23,Clinton,1082,Central DeWitt,1516,,,466,30.7,2019
57,Linn,1089,Central City,424,,,130,30.7,2019
27,Decatur,1093,Central Decatur,649,,,386,59.5,2019
60,Lyon,1095,Central Lyon,738,,,242,32.8,2019
59,Lucas,1107,Chariton,1198,,,687,57.4,2019
34,Floyd,1116,Charles City,1518,,,827,54.5,2019
24,Crawford,1134,Charter Oak-Ute,180,,,112,62.2,2019
18,Cherokee,1152,Cherokee,1109,,,437,39.4,2019
73,Page,1197,Clarinda,1146,,,452,39.4,2019
99,Wright,1206,Clarion-Goldfield-Dows,931,,,508,54.6,2019
20,Clarke,1211,Clarke,1311,,,773,59.0,2019
12,Butler,1215,Clarksville,290,,,84,29.0,2019
21,Clay,1218,Clay Central-Everly,73,,,48,65.8,2019
52,Johnson,1221,Clear Creek Amana,2541,,,668,26.3,2019
17,Cerro Gordo,1233,Clear Lake,1362,,,433,31.8,2019
23,Clinton,1278,Clinton,3294,,,1744,52.9,2019
50,Jasper,1332,Colfax-Mingo,699,,,335,47.9,2019
57,Linn,1337,College,5503,,,1773,32.2,2019
85,Story,1350,Collins-Maxwell,383,,,127,33.2,2019
85,Story,1359,Colo-NESCO,390,,,156,40.0,2019
58,Louisa,1368,Columbus,646,,,446,69.0,2019
14,Carroll,1413,Coon Rapids-Bayard,412,,,210,51.0,2019
2,Adams,1431,Corning,374,,,167,44.7,2019
78,Pottawattamie,1476,Council Bluffs,8702,,,5771,66.3,2019
88,Union,1503,Creston,1377,,,834,60.6,2019
25,Dallas,1576,Dallas Center-Grimes,3258,,,499,15.3,2019
29,Des Moines,1602,Danville,687,,,189,27.5,2019
82,Scott,1611,Davenport,14412,,,8068,56.0,2019
26,Davis,1619,Davis County,1226,,,650,53.0,2019
96,Winneshiek,1638,Decorah Community,1674,,,409,24.4,2019
23,Clinton,1675,Delwood,129,,,56,43.4,2019
24,Crawford,1701,Denison,2288,,,1641,71.7,2019
9,Bremer,1719,Denver,859,,,116,13.5,2019
77,Polk,1737,Des Moines Independent,31402,,,24420,77.8,2019
80,Ringgold,1782,Diagonal,120,,,72,60.0,2019
38,Grundy,1791,Dike-New Hartford,894,,,203,22.7,2019
31,Dubuque,1863,Dubuque,10211,,,4110,40.3,2019
7,Black Hawk,1908,Dunkerton,388,,,152,39.2,2019
43,Harrison,1917,Boyer Valley,398,,,181,45.5,2019
16,Cedar,1926,Durant,624,,,180,28.9,2019
99,Wright,1944,Eagle Grove,947,,,645,68.1,2019
61,Madison,1953,Earlham,595,,,160,26.9,2019
10,Buchanan,1963,East Buchanan,570,,,199,34.9,2019
49,Jackson,1965,Easton Valley,443,,,173,39.1,2019
64,Marshall,1968,East Marshall,788,,,324,41.1,2019
88,Union,1970,East Union,505,,,330,65.4,2019
3,Allamakee,1972,Eastern Allamakee,314,,,119,37.9,2019
97,Woodbury,1975,River Valley,359,,,177,49.3,2019
22,Clayton,1989,Edgewood-Colesburg,490,,,178,36.3,2019
42,Hardin,2007,Eldora-New Providence,533,,,264,49.5,2019
74,Palo Alto,2088,Emmetsburg,761,,,342,44.9,2019
48,Iowa,2097,English Valleys,419,,,168,40.1,2019
73,Page,2113,Essex,157,,,93,59.2,2019
32,Emmet,2124,Estherville Lincoln,1227,,,607,49.5,2019
83,Shelby,2151,Exira-Elk Horn-Kimballton,370,,,154,41.6,2019
51,Jefferson,2169,Fairfield,1549,,,736,47.5,2019
95,Winnebago,2295,Forest City,1082,,,403,37.3,2019
94,Webster,2313,Fort Dodge,3575,,,2099,58.7,2019
56,Lee,2322,Fort Madison,1799,,,959,53.3,2019
36,Fremont,2369,Fremont-Mills,465,,,162,34.8,2019
47,Ida,2376,Galva-Holstein,428,,,169,39.5,2019
41,Hancock,2403,Garner-Hayfield-Ventura,937,,,283,30.2,2019
60,Lyon,2457,George-Little Rock,386,,,149,38.6,2019
85,Story,2466,Gilbert,1534,,,139,9.1,2019
46,Humboldt,2493,Gilmore City-Bradgate,89,,,56,62.9,2019
38,Grundy,2502,Gladbrook-Reinbeck,456,,,166,36.4,2019
65,Mills,2511,Glenwood,1939,,,701,36.2,2019
14,Carroll,2520,Glidden-Ralston,322,,,100,31.1,2019
74,Palo Alto,2556,Graettinger-Terril,300,,,146,48.7,2019
1,Adair,2673,Nodaway Valley,610,,,271,44.4,2019
86,Tama,2682,GMG,483,,,254,52.6,2019
79,Poweshiek,2709,Grinnell-Newburg,1611,,,580,36.0,2019
15,Cass,2718,Griswold,409,,,166,40.6,2019
38,Grundy,2727,Grundy Center,697,,,176,25.3,2019
39,Guthrie,2754,Guthrie Center,489,,,189,38.7,2019
22,Clayton,2763,Clayton Ridge,1098,,,443,40.4,2019
48,Iowa,2766,H-L-V,321,,,114,35.5,2019
36,Fremont,2772,Hamburg,131,,,93,71.0,2019
35,Franklin,2781,Hampton-Dumont,1269,,,787,62.0,2019
83,Shelby,2826,Harlan,1450,,,521,35.9,2019
30,Dickinson,2846,Harris-Lake Park,308,,,88,28.6,2019
71,O'Brien,2862,Hartley-Melvin-Sanborn,592,,,298,50.3,2019
92,Washington,2977,Highland,566,,,124,21.9,2019
75,Plymouth,2988,Hinton,763,,,161,21.1,2019
45,Howard,3029,Howard-Winneshiek,1016,,,499,49.1,2019
42,Hardin,3033,Hubbard-Radcliffe,360,,,159,44.2,2019
7,Black Hawk,3042,Hudson,753,,,215,28.6,2019
46,Humboldt,3060,Humboldt,1446,,,535,37.0,2019
10,Buchanan,3105,Independence,1377,,,513,37.3,2019
91,Warren,3114,Indianola,3502,,,1026,29.3,2019
61,Madison,3119,Interstate 35,787,,,240,30.5,2019
52,Johnson,3141,Iowa City,14276,,,5388,37.7,2019
42,Hardin,3150,Iowa Falls,1195,,,478,40.0,2019
48,Iowa,3154,Iowa Valley,515,,,187,36.3,2019
14,Carroll,3168,IKM-Manning,658,,,254,38.6,2019
9,Bremer,3186,Janesville Consolidated,394,,,75,19.0,2019
37,Greene,3195,Greene County,1168,,,562,48.1,2019
10,Buchanan,3204,Jesup,968,,,211,21.8,2019
77,Polk,3231,Johnston,7193,,,1532,21.3,2019
56,Lee,3312,Keokuk,1783,,,1114,62.5,2019
54,Keokuk,3330,Keota,301,,,117,38.9,2019
75,Plymouth,3348,Kingsley-Pierson,437,,,165,37.8,2019
63,Marion,3375,Knoxville,1633,,,721,44.2,2019
95,Winnebago,3420,Lake Mills,660,,,230,34.9,2019
27,Decatur,3465,Lamoni,316,,,188,59.5,2019
76,Pocahontas,3537,Laurens-Marathon,136,,,75,55.2,2019
97,Woodbury,3555,Lawton-Bronson,662,,,172,26.0,2019
75,Plymouth,3600,Le Mars,2160,,,785,36.3,2019
87,Taylor,3609,Lenox,470,,,239,50.9,2019
78,Pottawattamie,3645,Lewis Central,2937,,,1100,37.5,2019
16,Cedar,3691,North Cedar,614,,,260,42.4,2019
57,Linn,3715,Linn-Mar,7613,,,1652,21.7,2019
57,Linn,3744,Lisbon,637,,,87,13.7,2019
43,Harrison,3798,Logan-Magnolia,636,,,174,27.4,2019
52,Johnson,3816,Lone Tree,440,,,141,32.1,2019
58,Louisa,3841,Louisa-Muscatine,792,,,271,34.2,2019
55,Kossuth,3897,LuVerne,40,,,32,80.0,2019
50,Jasper,3906,Lynnville-Sully,507,,,136,26.8,2019
8,Boone,3942,Madrid,675,,,153,22.7,2019
65,Mills,3978,East Mills,415,,,178,42.9,2019
13,Calhoun,4023,Manson Northwest Webster,720,,,199,27.6,2019
67,Monona,4033,Maple Valley-Anthon Oto,631,,,359,56.9,2019
49,Jackson,4041,Maquoketa,1301,,,720,55.3,2019
28,Delaware,4043,Maquoketa Valley,679,,,222,32.7,2019
18,Cherokee,4068,Marcus-Meriden-Cleghorn,324,,,96,29.6,2019
57,Linn,4086,Marion Independent,2057,,,677,32.9,2019
64,Marshall,4104,Marshalltown,4923,,,2895,58.8,2019
91,Warren,4122,Martensdale-St Marys,527,,,137,26.0,2019
17,Cerro Gordo,4131,Mason City,3625,,,1939,53.5,2019
84,Sioux,4149,MOC-Floyd Valley,1457,,,455,31.2,2019
29,Des Moines,4203,Mediapolis,885,,,237,26.8,2019
63,Marion,4212,Melcher-Dallas,323,,,140,43.3,2019
53,Jones,4269,Midland,451,,,219,48.6,2019
92,Washington,4271,Mid-Prairie,1372,,,353,25.7,2019
43,Harrison,4356,Missouri Valley,761,,,314,41.3,2019
22,Clayton,4419,MFL MarMac,761,,,290,38.1,2019
79,Poweshiek,4437,Montezuma,468,,,174,37.2,2019
53,Jones,4446,Monticello,981,,,308,31.4,2019
4,Appanoose,4491,Moravia,355,,,180,50.7,2019
93,Wayne,4505,Mormon Trail,192,,,106,55.2,2019
58,Louisa,4509,Morning Sun,110,,,49,44.6,2019
4,Appanoose,4518,Moulton-Udell,175,,,109,62.3,2019
80,Ringgold,4527,Mount Ayr,600,,,289,48.2,2019
44,Henry,4536,Mount Pleasant,1893,,,963,50.9,2019
57,Linn,4554,Mount Vernon,1352,,,189,14.0,2019
20,Clarke,4572,Murray,275,,,129,46.9,2019
70,Muscatine,4581,Muscatine,4597,,,2152,46.8,2019
19,Chickasaw,4599,Nashua-Plainfield,548,,,216,39.4,2019
85,Story,4617,Nevada,1499,,,509,34.0,2019
11,Buena Vista,4644,Newell-Fonda,491,,,242,49.3,2019
19,Chickasaw,4662,New Hampton,930,,,331,35.6,2019
44,Henry,4689,New London,526,,,189,35.9,2019
50,Jasper,4725,Newton,2839,,,1514,53.3,2019
98,Worth,4772,Central Springs,704,,,283,40.2,2019
23,Clinton,4773,Northeast,850,,,284,33.4,2019
33,Fayette,4774,North Fayette Valley,1048,,,402,38.4,2019
62,Mahaska,4776,North Mahaska,568,,,214,37.7,2019
57,Linn,4777,North Linn,556,,,131,23.6,2019
55,Kossuth,4778,North Kossuth,291,,,182,62.5,2019
77,Polk,4779,North Polk,1818,,,181,10.0,2019
82,Scott,4784,North Scott,3113,,,715,23.0,2019
86,Tama,4785,North Tama County,440,,,161,36.6,2019
98,Worth,4788,Northwood-Kensett,515,,,212,41.2,2019
91,Warren,4797,Norwalk,3168,,,642,20.3,2019
47,Ida,4860,Odebolt Arthur Battle Creek Ida Grove,960,,,450,46.9,2019
33,Fayette,4869,Oelwein,1193,,,766,64.2,2019
8,Boone,4878,Ogden,708,,,192,27.1,2019
30,Dickinson,4890,Okoboji,1088,,,464,42.7,2019
53,Jones,4905,Olin Consolidated,69,,,48,69.6,2019
1,Adair,4978,Orient-Macksburg,152,,,107,70.4,2019
66,Mitchell,4995,Osage,925,,,302,32.7,2019
62,Mahaska,5013,Oskaloosa,2032,,,926,45.6,2019
90,Wapello,5049,Ottumwa,4242,,,2035,48.0,2019
39,Guthrie,5121,Panorama,686,,,301,43.9,2019
37,Greene,5139,Paton-Churdan,221,,,113,51.1,2019
50,Jasper,5160,PCM,1063,,,263,24.7,2019
51,Jefferson,5163,Pekin,685,,,282,41.2,2019
63,Marion,5166,Pella,2344,,,390,16.6,2019
25,Dallas,5184,Perry,1677,,,1230,73.4,2019
82,Scott,5250,Pleasant Valley,4991,,,519,10.4,2019
63,Marion,5256,Pleasantville,690,,,229,33.2,2019
76,Pocahontas,5283,Pocahontas Area,672,,,361,53.7,2019
3,Allamakee,5310,Postville,739,,,739,100.0,2019
94,Webster,5325,Prairie Valley,520,,,213,41.0,2019
69,Montgomery,5463,Red Oak,998,,,591,59.2,2019
75,Plymouth,5486,Remsen-Union,312,,,107,34.3,2019
45,Howard,5508,Riceville,338,,,143,42.3,2019
78,Pottawattamie,5510,Riverside,610,,,246,40.3,2019
84,Sioux,5607,Rock Valley,880,,,373,42.4,2019
85,Story,5643,Roland-Story,1070,,,255,23.8,2019
34,Floyd,5697,Rudd-Rockford-Marble Rk,391,,,185,47.3,2019
74,Palo Alto,5724,Ruthven-Ayrshire,179,,,109,60.9,2019
66,Mitchell,5751,St Ansgar,563,,,156,27.7,2019
77,Polk,5805,Saydel,1322,,,777,58.8,2019
81,Sac,5823,Schaller-Crestland,345,,,185,53.6,2019
24,Crawford,5832,Schleswig,169,,,64,37.9,2019
97,Woodbury,5877,Sergeant Bluff-Luton,1609,,,500,31.1,2019
93,Wayne,5895,Seymour,233,,,111,47.6,2019
17,Cerro Gordo,5922,West Fork,666,,,241,36.2,2019
71,O'Brien,5949,Sheldon,1087,,,442,40.7,2019
73,Page,5976,Shenandoah,1039,,,588,56.6,2019
72,Osceola,5994,Sibley-Ocheyedan,731,,,352,48.2,2019
36,Fremont,6003,Sidney,463,,,234,50.5,2019
54,Keokuk,6012,Sigourney,551,,,190,34.5,2019
84,Sioux,6030,Sioux Center,1470,,,634,43.1,2019
11,Buena Vista,6035,Sioux Central,651,,,269,41.3,2019
97,Woodbury,6039,Sioux City,14531,,,8570,59.0,2019
13,Calhoun,6091,South Central Calhoun,849,,,386,45.5,2019
52,Johnson,6093,Solon,1470,,,157,10.7,2019
91,Warren,6094,Southeast Warren,489,,,152,31.1,2019
40,Hamilton,6095,South Hamilton,682,,,229,33.6,2019
94,Webster,6096,Southeast Webster Grand,516,,,229,44.4,2019
73,Page,6097,South Page,110,,,73,66.4,2019
86,Tama,6098,South Tama County,1457,,,878,60.3,2019
71,O'Brien,6099,South O'Brien,566,,,191,33.8,2019
96,Winneshiek,6100,South Winneshiek,486,,,176,36.2,2019
77,Polk,6101,Southeast Polk,6898,,,2264,32.8,2019
21,Clay,6102,Spencer,2065,,,896,43.4,2019
30,Dickinson,6120,Spirit Lake,1213,,,386,31.8,2019
57,Linn,6138,Springville,389,,,115,29.6,2019
69,Montgomery,6165,Stanton,239,,,89,37.2,2019
33,Fayette,6175,Starmont,585,,,282,48.2,2019
11,Buena Vista,6219,Storm Lake,2626,,,2027,77.2,2019
40,Hamilton,6246,Stratford,60,,,28,46.7,2019
39,Guthrie,6264,West Central Valley,812,,,335,41.3,2019
9,Bremer,6273,Sumner-Fredericksburg,786,,,255,32.4,2019
16,Cedar,6408,Tipton,949,,,244,25.7,2019
78,Pottawattamie,6453,Treynor,822,,,89,10.8,2019
78,Pottawattamie,6460,Tri-Center,669,,,201,30.0,2019
54,Keokuk,6462,Tri-County,226,,,135,59.7,2019
9,Bremer,6471,Tripoli,367,,,158,43.1,2019
96,Winneshiek,6509,Turkey Valley,324,,,114,35.2,2019
63,Marion,6512,Twin Cedars,311,,,147,47.3,2019
46,Humboldt,6516,Twin Rivers,40,,,19,47.5,2019
78,Pottawattamie,6534,Underwood,758,,,141,18.6,2019
7,Black Hawk,6536,Union,1001,,,281,28.1,2019
8,Boone,6561,United,293,,,74,25.3,2019
77,Polk,6579,Urbandale,3998,,,1357,33.9,2019
89,Van Buren,6592,Van Buren County,763,,,400,52.4,2019
25,Dallas,6615,Van Meter,895,,,91,10.2,2019
69,Montgomery,6651,Villisca,282,,,151,53.6,2019
6,Benton,6660,Vinton-Shellsburg,1420,,,570,40.1,2019
44,Henry,6700,Waco,475,,,216,45.5,2019
81,Sac,6741,East Sac County,805,,,390,48.5,2019
58,Louisa,6759,Wapello,537,,,253,47.1,2019
9,Bremer,6762,Wapsie Valley,706,,,116,16.4,2019
92,Washington,6768,Washington,1605,,,760,47.4,2019
7,Black Hawk,6795,Waterloo,10434,,,7321,70.2,2019
25,Dallas,6822,Waukee,11316,,,1828,16.2,2019
9,Bremer,6840,Waverly-Shell Rock,2260,,,524,23.2,2019
93,Wayne,6854,Wayne,614,,,332,54.1,2019
40,Hamilton,6867,Webster City,1759,,,929,52.8,2019
74,Palo Alto,6921,West Bend-Mallard,319,,,128,40.1,2019
16,Cedar,6930,West Branch,770,,,187,24.3,2019
29,Des Moines,6937,West Burlington Ind,933,,,419,44.9,2019
33,Fayette,6943,West Central,260,,,140,53.9,2019
28,Delaware,6950,West Delaware County,1362,,,497,36.5,2019
77,Polk,6957,West Des Moines,8899,,,3298,37.1,2019
31,Dubuque,6961,Western Dubuque,3341,,,943,28.2,2019
43,Harrison,6969,West Harrison,274,,,108,39.4,2019
70,Muscatine,6975,West Liberty,1301,,,791,60.8,2019
60,Lyon,6983,West Lyon,925,,,233,25.2,2019
64,Marshall,6985,West Marshall,942,,,285,30.3,2019
67,Monona,6987,West Monona,598,,,290,48.5,2019
84,Sioux,6990,West Sioux,828,,,491,59.3,2019
97,Woodbury,6992,Westwood,579,,,200,34.5,2019
67,Monona,7002,Whiting,182,,,107,58.8,2019
48,Iowa,7029,Williamsburg,1168,,,287,24.6,2019
70,Muscatine,7038,Wilton,891,,,277,31.1,2019
44,Henry,7047,Winfield-Mt Union,393,,,220,56.0,2019
61,Madison,7056,Winterset,1669,,,510,30.6,2019
43,Harrison,7092,Woodbine,444,,,180,40.5,2019
97,Woodbury,7098,Woodbury Central,581,,,165,28.4,2019
25,Dallas,7110,Woodward-Granger,1159,,,179,15.4,2019
42,,9,AGWSR,581,,,237,40.8,2018
39,,18,Adair-Casey,240,,,99,41.3,2018
25,,27,Adel DeSoto Minburn,1884,,,376,20.0,2018
75,,63,Akron Westfield,604,,,195,32.3,2018
11,,72,Albert City-Truesdale,97,,,35,36.1,2018
68,,81,Albia,1139,,,426,37.4,2018
57,,99,Alburnett,654,,,148,22.6,2018
42,,108,Alden,138,,,53,38.4,2018
55,,126,Algona,1371,,,540,39.4,2018
3,,135,Allamakee,1070,,,462,43.2,2018
12,,153,North Butler,576,,,196,34.0,2018
11,,171,Alta-Aurelia,764,,,366,47.9,2018
85,,225,Ames,4584,,,1451,31.7,2018
53,,234,Anamosa,1188,,,535,45.0,2018
49,,243,Andrew,134,,,59,44.0,2018
77,,261,Ankeny,11719,,,1951,16.7,2018
12,,279,Aplington-Parkersburg,799,,,262,32.8,2018
32,,333,North Union,336,,,167,49.7,2018
24,,355,Ar-We-Va,205,,,101,49.3,2018
15,,387,Atlantic,1385,,,748,54.0,2018
5,,414,Audubon,502,,,226,45.0,2018
78,,441,AHSTW,682,,,268,39.3,2018
85,,472,Ballard,1679,,,306,18.2,2018
50,,513,Baxter,418,,,92,22.0,2018
38,,540,BCLUW,555,,,186,33.5,2018
87,,549,Bedford,454,,,215,47.4,2018
6,,576,Belle Plaine,484,,,170,35.1,2018
49,,585,Bellevue,672,,,187,27.8,2018
99,,594,Belmond-Klemme,693,,,355,51.2,2018
16,,603,Bennett,69,,,38,55.1,2018
6,,609,Benton,1445,,,358,24.8,2018
82,,621,Bettendorf,4650,,,1539,33.1,2018
90,,657,Eddyville-Blakesburg-Fremont,988,,,402,40.7,2018
77,,720,Bondurant-Farrar,2199,,,425,19.3,2018
8,,729,Boone,1901,,,877,46.1,2018
84,,747,Boyden-Hull,609,,,224,36.8,2018
41,,819,West Hancock,547,,,242,44.2,2018
79,,846,Brooklyn-Guernsey-Malcom,554,,,220,39.7,2018
95,,873,North Iowa,451,,,177,39.3,2018
29,,882,Burlington,3464,,,2338,67.5,2018
15,,914,CAM,1087,,,494,45.5,2018
35,,916,CAL,114,,,73,64.0,2018
23,,918,Calamus-Wheatland,453,,,153,33.8,2018
23,,936,Camanche,949,,,420,44.3,2018
90,,977,Cardinal,882,,,503,57.0,2018
91,,981,Carlisle,2126,,,754,35.5,2018
14,,999,Carroll,1705,,,732,42.9,2018
7,,1044,Cedar Falls,5421,,,1197,22.1,2018
57,,1053,Cedar Rapids,15752,,,8549,54.3,2018
57,,1062,Center Point-Urbana,1479,,,228,15.4,2018
4,,1071,Centerville,1324,,,868,65.6,2018
56,,1079,Central Lee,1104,,,442,40.0,2018
22,,1080,Central,405,,,142,35.1,2018
23,,1082,Central DeWitt,1514,,,498,32.9,2018
57,,1089,Central City,416,,,127,30.5,2018
27,,1093,Central Decatur,648,,,396,61.1,2018
60,,1095,Central Lyon,751,,,266,35.4,2018
59,,1107,Chariton,1215,,,675,55.6,2018
34,,1116,Charles City,1506,,,817,54.3,2018
24,,1134,Charter Oak-Ute,179,,,102,57.0,2018
18,,1152,Cherokee,1088,,,434,39.9,2018
73,,1197,Clarinda,1181,,,445,37.7,2018
99,,1206,Clarion-Goldfield-Dows,907,,,517,57.0,2018
20,,1211,Clarke,1340,,,780,58.2,2018
12,,1215,Clarksville,289,,,100,34.6,2018
21,,1218,Clay Central-Everly,204,,,104,51.0,2018
52,,1221,Clear Creek Amana,2462,,,605,24.6,2018
17,,1233,Clear Lake,1314,,,404,30.8,2018
23,,1278,Clinton,3374,,,2136,63.3,2018
50,,1332,Colfax-Mingo,686,,,309,45.0,2018
