"county_name","year","import_ratio"
"Scott",2019,2.47667825132614
"Scott",2020,2.46196557468073
"Scott",2021,2.63291264050483
"Scott",2022,2.60460539263924
"Shelby",2009,0.537987679671458
"Shelby",2010,0.437931034482759
"Shelby",2011,0.458110516934046
"Shelby",2012,0.387788778877888
"Shelby",2019,2.6962962962963
"Shelby",2020,2.42032967032967
"Shelby",2021,2.58635703918723
"Shelby",2022,2.45280437756498
"Sioux",2009,1.48643006263048
"Sioux",2010,1.37037037037037
"Sioux",2011,1.29589371980676
"Sioux",2012,1.32110643415514
"Sioux",2019,2.38805289557684
"Sioux",2020,2.10157830837718
"Sioux",2021,2.69359756097561
"Sioux",2022,2.43425925925926
"Story",2009,0.4
"Story",2010,0.384738955823293
"Story",2011,0.346545454545455
"Story",2012,0.328268551236749
"Story",2019,3.94801545486477
"Story",2020,3.83997180119845
"Story",2021,4.26574500768049
"Story",2022,3.87365123564219
"Tama",2009,1.04761904761905
"Tama",2010,1.1048128342246
"Tama",2011,0.997053045186641
"Tama",2012,0.952112676056338
"Tama",2019,1.84068058778036
"Tama",2020,1.7685393258427
"Tama",2021,2.23745173745174
"Tama",2022,1.85218093699515
"Taylor",2009,2.0020325203252
"Taylor",2010,1.91143911439114
"Taylor",2011,1.91198501872659
"Taylor",2012,1.8968105065666
"Taylor",2019,2.06521739130435
"Taylor",2020,1.95876288659794
"Taylor",2021,2.16475972540046
"Taylor",2022,2.14285714285714
"Union",2009,0.545871559633027
"Union",2010,0.506214689265537
"Union",2011,0.478488982161595
"Union",2012,0.514871794871795
"Union",2019,1.61683848797251
"Union",2020,1.81195756991321
"Union",2021,2.05855855855856
"Union",2022,1.86085150571132
"Van Buren",2009,2.32786885245902
"Van Buren",2010,2.10642570281124
"Van Buren",2011,2.06315789473684
"Van Buren",2012,2.01525054466231
"Van Buren",2019,1.9075
"Van Buren",2020,1.91979949874687
"Van Buren",2021,1.9875
"Van Buren",2022,1.73922413793103
"Wapello",2009,0.532447817836812
"Wapello",2010,0.44529262086514
"Wapello",2011,0.448762143528674
"Wapello",2012,0.442485306465155
"Wapello",2019,2.08973046741726
"Wapello",2020,4.29608938547486
"Wapello",2021,2.24531700288184
"Wapello",2022,2.1957490572506
"Warren",2009,0.565506653019447
"Warren",2010,0.505288461538462
"Warren",2011,0.469610843900306
"Warren",2012,0.4640605296343
"Warren",2019,3.77649325626204
"Warren",2020,4.231728288908
"Warren",2021,4.23341729638959
"Warren",2022,3.7955223880597
"Washington",2009,0.612698412698413
"Washington",2010,0.602707006369427
"Washington",2011,0.567505720823799
"Washington",2012,0.545652173913043
"Washington",2019,2.86418755052547
"Washington",2020,2.72173215717723
"Washington",2021,2.835
"Washington",2022,2.7609756097561
"Wayne",2009,2.01071428571429
"Wayne",2010,1.98363636363636
"Wayne",2011,1.83741258741259
"Wayne",2012,1.87279151943463
"Wayne",2019,1.89253187613843
"Wayne",2020,1.77019748653501
"Wayne",2021,1.8475499092559
"Wayne",2022,1.8354898336414
"Webster",2009,0.521063394683027
"Webster",2010,0.503139717425432
"Webster",2011,0.469783352337514
"Webster",2012,0.435530085959885
"Webster",2019,1.814639905549
"Webster",2020,1.84235860409146
"Webster",2021,1.8440664236533
"Webster",2022,1.76435643564356
"Winnebago",2009,1.55526315789474
"Winnebago",2010,1.6786703601108
"Winnebago",2011,1.4171562867215
"Winnebago",2012,1.35461801596351
"Winnebago",2019,2.6372430471584
"Winnebago",2020,2.92043895747599
"Winnebago",2021,2.98472222222222
"Winnebago",2022,2.61111111111111
"Winneshiek",2009,1.63443708609272
"Winneshiek",2010,1.58125
"Winneshiek",2011,1.6271637816245
"Winneshiek",2012,1.55497382198953
"Winneshiek",2019,3.55364806866953
"Winneshiek",2020,3.63846153846154
"Winneshiek",2021,3.79173290937997
"Winneshiek",2022,3.53097345132743
"Woodbury",2009,0.286744315030505
"Woodbury",2010,0.292247629670943
"Woodbury",2011,0.284018465596834
"Woodbury",2012,0.242311375971055
"Woodbury",2019,1.87254701553557
"Woodbury",2020,1.62479682138342
"Woodbury",2021,1.72695170834129
"Woodbury",2022,1.66395939086294
"Worth",2009,3.1038961038961
"Worth",2010,2.77151335311573
"Worth",2011,3.02528735632184
"Worth",2012,2.71541501976285
"Worth",2019,2.46262626262626
"Worth",2020,2.68421052631579
"Worth",2021,2.86073059360731
"Worth",2022,2.55894308943089
"Wright",2009,2.27576853526221
"Wright",2010,2.16453537936914
"Wright",2011,2.1514657980456
"Wright",2012,2.00689127105666
"Wright",2019,1.69352708058124
"Wright",2020,1.78202406227884
"Wright",2021,1.92942050520059
"Wright",2022,1.66645119586296
NA,2001,3.75080661345848
NA,2002,3.50917664866753
NA,2003,3.33649492827478
NA,2004,0.874110078050945
NA,2005,0.825930325646257
NA,2006,3.10867313124554
NA,2007,2.99313285125497
NA,2008,2.93092275323114
NA,2013,0.598236183780249
NA,2014,2.43810292262674
NA,2015,2.39241503039968
NA,2016,2.42143952535385
NA,2017,2.46758075404537
NA,2018,2.32680251160777
