accepted_name,identified_name,identified_rank,difference.x,accepted_rank.x,max_ma,min_ma,family.x,genus.x,lng,lat,primary_reference.x,taxon_name,difference.y,accepted_rank.y,is_extant,family.y,genus.y,primary_reference.y
Lagothrix lagotricha,Lagothrix humboldtii,species,subjective synonym of,species,NA,NA,Atelidae,Lagothrix,NA,NA,St. G. Mivart. 1867. On the Appendicular Skeleton of Primates. Philosophical Transactions of the Royal Society of London 157:299-429,Lagothrix lagotricha,NA,species,extant,Atelidae,Lagothrix,"C. M. Meireles, J. Czelusniak, and M. P. C. Schneider, J. A. P. C. Muniz, M. G. Brigido, H. S. Ferreria, M. Goodman. 1999. Molecular phylogeny of ateline New World monkeys (Platyrrhini, Atelinae) based on -globin gene sequences: evidence that Brachyteles Is the sister group of Lagothrix. Molecular Phylogenetics and Evolution 12(1):10-30"
Lagothrix lagotricha,Lagothrix humboldtii,species,subjective synonym of,species,NA,NA,Atelidae,Lagothrix,NA,NA,St. G. Mivart. 1867. On the Appendicular Skeleton of Primates. Philosophical Transactions of the Royal Society of London 157:299-429,Lagothrix humboldtii,subjective synonym of,species,extant,Atelidae,Lagothrix,J. Fooden. 1963. A revision of the wooly monkeys (genus Lagothrix). Journal of Mammalogy 44(2):213-247
Leontocebus fuscicollis,Saguinus fuscicollis,species,recombined as,species,NA,NA,Cebidae,Saguinus,NA,NA,"L. A. P. Kohn, L. Bishoff Langton, and J. M. Cheverud. 2001. Subspecific genetic differences in the saddle-back tamarin (Saguinus fuscicollis) postcranial skeleton. American Journal of Primatology 54:41-56",Leontocebus fuscicollis,NA,species,extant,Cebidae,Saguinus,"C. J. Burgin, J. P. Colella, and P. L. Kahn, N. S. Upham. 2018. How many species of mammals are there?. Journal of Mammalogy 99(1):1-14"
Leontocebus fuscicollis,Saguinus fuscicollis,species,recombined as,species,NA,NA,Cebidae,Saguinus,NA,NA,"F. Röhe, J. de Sousa e Silva Jr., and R. Sampaio, A. B. Rylands. 2009. A new subspecies of Saguinus fuscicollis. International Journal of Primatology 30:533-551",Leontocebus fuscicollis,NA,species,extant,Cebidae,Saguinus,"C. J. Burgin, J. P. Colella, and P. L. Kahn, N. S. Upham. 2018. How many species of mammals are there?. Journal of Mammalogy 99(1):1-14"
Leontocebus fuscicollis,Saguinus fuscicollis,species,recombined as,species,NA,NA,Cebidae,Saguinus,NA,NA,R. S. Voss and D. W. Fleck. 2011. Mammalian diversity and Matses ethnomammalogy in Amazonian Peru. Part 1: Primates. Bulletin of the American Museum of Natural History 351:1-81,Leontocebus fuscicollis,NA,species,extant,Cebidae,Saguinus,"C. J. Burgin, J. P. Colella, and P. L. Kahn, N. S. Upham. 2018. How many species of mammals are there?. Journal of Mammalogy 99(1):1-14"
Leontocebus fuscicollis,Saguinus fuscicollis,species,recombined as,species,NA,NA,Cebidae,Saguinus,NA,NA,"F. Röhe, J. de Sousa e Silva Jr., and R. Sampaio, A. B. Rylands. 2009. A new subspecies of Saguinus fuscicollis. International Journal of Primatology 30:533-551",Leontocebus fuscicollis,NA,species,extant,Cebidae,Saguinus,"C. J. Burgin, J. P. Colella, and P. L. Kahn, N. S. Upham. 2018. How many species of mammals are there?. Journal of Mammalogy 99(1):1-14"
Leontocebus fuscicollis,Saguinus fuscicollis,species,recombined as,species,NA,NA,Cebidae,Saguinus,NA,NA,"L. A. P. Kohn, L. Bishoff Langton, and J. M. Cheverud. 2001. Subspecific genetic differences in the saddle-back tamarin (Saguinus fuscicollis) postcranial skeleton. American Journal of Primatology 54:41-56",Leontocebus fuscicollis,NA,species,extant,Cebidae,Saguinus,"C. J. Burgin, J. P. Colella, and P. L. Kahn, N. S. Upham. 2018. How many species of mammals are there?. Journal of Mammalogy 99(1):1-14"
Leontocebus fuscicollis,Saguinus fuscicollis,species,recombined as,species,NA,NA,Cebidae,Saguinus,NA,NA,"L. A. P. Kohn, L. Bishoff Langton, and J. M. Cheverud. 2001. Subspecific genetic differences in the saddle-back tamarin (Saguinus fuscicollis) postcranial skeleton. American Journal of Primatology 54:41-56",Leontocebus fuscicollis,NA,species,extant,Cebidae,Saguinus,"C. J. Burgin, J. P. Colella, and P. L. Kahn, N. S. Upham. 2018. How many species of mammals are there?. Journal of Mammalogy 99(1):1-14"
Leontocebus fuscicollis,Saguinus fuscicollis,species,recombined as,species,NA,NA,Cebidae,Saguinus,NA,NA,R. S. Voss and D. W. Fleck. 2011. Mammalian diversity and Matses ethnomammalogy in Amazonian Peru. Part 1: Primates. Bulletin of the American Museum of Natural History 351:1-81,Leontocebus fuscicollis,NA,species,extant,Cebidae,Saguinus,"C. J. Burgin, J. P. Colella, and P. L. Kahn, N. S. Upham. 2018. How many species of mammals are there?. Journal of Mammalogy 99(1):1-14"
Leontocebus fuscicollis,Saguinus fuscicollis,species,recombined as,species,NA,NA,Cebidae,Saguinus,NA,NA,"L. A. P. Kohn, L. Bishoff Langton, and J. M. Cheverud. 2001. Subspecific genetic differences in the saddle-back tamarin (Saguinus fuscicollis) postcranial skeleton. American Journal of Primatology 54:41-56",Leontocebus fuscicollis,NA,species,extant,Cebidae,Saguinus,"C. J. Burgin, J. P. Colella, and P. L. Kahn, N. S. Upham. 2018. How many species of mammals are there?. Journal of Mammalogy 99(1):1-14"
Leontocebus fuscicollis,Saguinus fuscicollis,species,recombined as,species,NA,NA,Cebidae,Saguinus,NA,NA,"F. Röhe, J. de Sousa e Silva Jr., and R. Sampaio, A. B. Rylands. 2009. A new subspecies of Saguinus fuscicollis. International Journal of Primatology 30:533-551",Leontocebus fuscicollis,NA,species,extant,Cebidae,Saguinus,"C. J. Burgin, J. P. Colella, and P. L. Kahn, N. S. Upham. 2018. How many species of mammals are there?. Journal of Mammalogy 99(1):1-14"
Leontocebus fuscicollis,Saguinus fuscicollis,species,recombined as,species,NA,NA,Cebidae,Saguinus,NA,NA,"F. Röhe, J. de Sousa e Silva Jr., and R. Sampaio, A. B. Rylands. 2009. A new subspecies of Saguinus fuscicollis. International Journal of Primatology 30:533-551",Leontocebus fuscicollis,NA,species,extant,Cebidae,Saguinus,"C. J. Burgin, J. P. Colella, and P. L. Kahn, N. S. Upham. 2018. How many species of mammals are there?. Journal of Mammalogy 99(1):1-14"
Leontocebus fuscicollis,Saguinus fuscicollis,species,recombined as,species,NA,NA,Cebidae,Saguinus,NA,NA,"F. Röhe, J. de Sousa e Silva Jr., and R. Sampaio, A. B. Rylands. 2009. A new subspecies of Saguinus fuscicollis. International Journal of Primatology 30:533-551",Leontocebus fuscicollis,NA,species,extant,Cebidae,Saguinus,"C. J. Burgin, J. P. Colella, and P. L. Kahn, N. S. Upham. 2018. How many species of mammals are there?. Journal of Mammalogy 99(1):1-14"
Leontocebus fuscicollis,Saguinus fuscicollis,species,recombined as,species,NA,NA,Cebidae,Saguinus,NA,NA,"F. Röhe, J. de Sousa e Silva Jr., and R. Sampaio, A. B. Rylands. 2009. A new subspecies of Saguinus fuscicollis. International Journal of Primatology 30:533-551",Leontocebus fuscicollis,NA,species,extant,Cebidae,Saguinus,"C. J. Burgin, J. P. Colella, and P. L. Kahn, N. S. Upham. 2018. How many species of mammals are there?. Journal of Mammalogy 99(1):1-14"
Leontocebus fuscicollis,Saguinus fuscicollis,species,recombined as,species,NA,NA,Cebidae,Saguinus,NA,NA,"F. Röhe, J. de Sousa e Silva Jr., and R. Sampaio, A. B. Rylands. 2009. A new subspecies of Saguinus fuscicollis. International Journal of Primatology 30:533-551",Leontocebus fuscicollis,NA,species,extant,Cebidae,Saguinus,"C. J. Burgin, J. P. Colella, and P. L. Kahn, N. S. Upham. 2018. How many species of mammals are there?. Journal of Mammalogy 99(1):1-14"
Leontocebus fuscicollis,Saguinus fuscicollis,species,recombined as,species,NA,NA,Cebidae,Saguinus,NA,NA,"F. Röhe, J. de Sousa e Silva Jr., and R. Sampaio, A. B. Rylands. 2009. A new subspecies of Saguinus fuscicollis. International Journal of Primatology 30:533-551",Leontocebus fuscicollis,NA,species,extant,Cebidae,Saguinus,"C. J. Burgin, J. P. Colella, and P. L. Kahn, N. S. Upham. 2018. How many species of mammals are there?. Journal of Mammalogy 99(1):1-14"
Leontocebus fuscicollis,Saguinus fuscicollis,species,recombined as,species,NA,NA,Cebidae,Saguinus,NA,NA,"L. A. P. Kohn, L. Bishoff Langton, and J. M. Cheverud. 2001. Subspecific genetic differences in the saddle-back tamarin (Saguinus fuscicollis) postcranial skeleton. American Journal of Primatology 54:41-56",Leontocebus fuscicollis,NA,species,extant,Cebidae,Saguinus,"C. J. Burgin, J. P. Colella, and P. L. Kahn, N. S. Upham. 2018. How many species of mammals are there?. Journal of Mammalogy 99(1):1-14"
Leontocebus fuscicollis,Saguinus fuscicollis,species,recombined as,species,NA,NA,Cebidae,Saguinus,NA,NA,"F. Röhe, J. de Sousa e Silva Jr., and R. Sampaio, A. B. Rylands. 2009. A new subspecies of Saguinus fuscicollis. International Journal of Primatology 30:533-551",Leontocebus fuscicollis,NA,species,extant,Cebidae,Saguinus,"C. J. Burgin, J. P. Colella, and P. L. Kahn, N. S. Upham. 2018. How many species of mammals are there?. Journal of Mammalogy 99(1):1-14"
Leontocebus fuscicollis,Saguinus fuscicollis,species,recombined as,species,NA,NA,Cebidae,Saguinus,NA,NA,"L. A. P. Kohn, L. Bishoff Langton, and J. M. Cheverud. 2001. Subspecific genetic differences in the saddle-back tamarin (Saguinus fuscicollis) postcranial skeleton. American Journal of Primatology 54:41-56",Leontocebus fuscicollis,NA,species,extant,Cebidae,Saguinus,"C. J. Burgin, J. P. Colella, and P. L. Kahn, N. S. Upham. 2018. How many species of mammals are there?. Journal of Mammalogy 99(1):1-14"
Leontocebus fuscicollis,Saguinus fuscicollis,species,recombined as,species,NA,NA,Cebidae,Saguinus,NA,NA,"F. Röhe, J. de Sousa e Silva Jr., and R. Sampaio, A. B. Rylands. 2009. A new subspecies of Saguinus fuscicollis. International Journal of Primatology 30:533-551",Leontocebus fuscicollis,NA,species,extant,Cebidae,Saguinus,"C. J. Burgin, J. P. Colella, and P. L. Kahn, N. S. Upham. 2018. How many species of mammals are there?. Journal of Mammalogy 99(1):1-14"
Leontocebus geoffroyi,Leontocebus geoffroyi,species,NA,species,NA,NA,Cebidae,Saguinus,NA,NA,G. Crile and D. P. Quiring. 1940. A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science 40(5):219-259,Leontocebus geoffroyi,NA,species,extant,Cebidae,Saguinus,G. Crile and D. P. Quiring. 1940. A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science 40(5):219-259
Lophocebus albigena,Cercocebus albigena,species,recombined as,species,NA,NA,Cercopithecidae,Lophocebus,NA,NA,D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219,Lophocebus albigena,NA,species,extant,Cercopithecidae,Lophocebus,R. J. Smith and W. L. Jungers. 1997. Body mass in comparative primatology. Journal of Human Evolution 32:523-559
Lophocebus albigena,Lophocebus albigena,species,NA,species,NA,NA,Cercopithecidae,Lophocebus,NA,NA,R. J. Smith and W. L. Jungers. 1997. Body mass in comparative primatology. Journal of Human Evolution 32:523-559,Lophocebus albigena,NA,species,extant,Cercopithecidae,Lophocebus,R. J. Smith and W. L. Jungers. 1997. Body mass in comparative primatology. Journal of Human Evolution 32:523-559
Lophocebus albigena,Cercocebus albigena,species,recombined as,species,NA,NA,Cercopithecidae,Lophocebus,NA,NA,D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219,Lophocebus albigena,NA,species,extant,Cercopithecidae,Lophocebus,R. J. Smith and W. L. Jungers. 1997. Body mass in comparative primatology. Journal of Human Evolution 32:523-559
Lophocebus albigena,Cercocebus albigena,species,recombined as,species,NA,NA,Cercopithecidae,Lophocebus,NA,NA,D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219,Lophocebus albigena,NA,species,extant,Cercopithecidae,Lophocebus,R. J. Smith and W. L. Jungers. 1997. Body mass in comparative primatology. Journal of Human Evolution 32:523-559
Lophocebus albigena,Lophocebus albigena,species,NA,species,NA,NA,Cercopithecidae,Lophocebus,NA,NA,R. J. Smith and W. L. Jungers. 1997. Body mass in comparative primatology. Journal of Human Evolution 32:523-559,Lophocebus albigena,NA,species,extant,Cercopithecidae,Lophocebus,R. J. Smith and W. L. Jungers. 1997. Body mass in comparative primatology. Journal of Human Evolution 32:523-559
Lophocebus albigena,Cercocebus albigena,species,recombined as,species,NA,NA,Cercopithecidae,Lophocebus,NA,NA,D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219,Lophocebus albigena,NA,species,extant,Cercopithecidae,Lophocebus,R. J. Smith and W. L. Jungers. 1997. Body mass in comparative primatology. Journal of Human Evolution 32:523-559
Lophocebus albigena,Cercocebus albigena,species,recombined as,species,NA,NA,Cercopithecidae,Lophocebus,NA,NA,D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219,Lophocebus albigena,NA,species,extant,Cercopithecidae,Lophocebus,R. J. Smith and W. L. Jungers. 1997. Body mass in comparative primatology. Journal of Human Evolution 32:523-559
Lophocebus albigena,Cercocebus albigena,species,recombined as,species,NA,NA,Cercopithecidae,Lophocebus,NA,NA,D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219,Lophocebus albigena,NA,species,extant,Cercopithecidae,Lophocebus,R. J. Smith and W. L. Jungers. 1997. Body mass in comparative primatology. Journal of Human Evolution 32:523-559
Lophocebus albigena,Cercocebus albigena,species,recombined as,species,NA,NA,Cercopithecidae,Lophocebus,NA,NA,D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219,Lophocebus albigena,NA,species,extant,Cercopithecidae,Lophocebus,R. J. Smith and W. L. Jungers. 1997. Body mass in comparative primatology. Journal of Human Evolution 32:523-559
Loris tardigradus,Loris gracilis,species,subjective synonym of,species,NA,NA,Lorisidae,Loris,NA,NA,St. G. Mivart. 1867. On the Appendicular Skeleton of Primates. Philosophical Transactions of the Royal Society of London 157:299-429,Loris gracilis,subjective synonym of,species,extant,Lorisidae,Loris,"A. Gentry, C. P. Groves, and J. E. Hill, P. D. Jenkins. 1994. Loris E. Geoffroy Saint-Hilaire, 1796 (Mammalia, Primates): proposed conservation. Bulletin of Zoological Nomenclature 51(4):332-335"
Loris tardigradus,Loris gracilis,species,subjective synonym of,species,NA,NA,Lorisidae,Loris,NA,NA,St. G. Mivart. 1867. On the Appendicular Skeleton of Primates. Philosophical Transactions of the Royal Society of London 157:299-429,Loris tardigradus,NA,species,extant,Lorisidae,Loris,"C. Linnaeus. 1758. Systema Naturae per Regna Tria Naturae, Secundum Classes, Ordines, Genera, Species, cum Characteribus, Differentiis, Synonymis, Locis. Editio Decima 1:1-824"
Loris tardigradus,Loris gracilis,species,subjective synonym of,species,NA,NA,Lorisidae,Loris,NA,NA,St. G. Mivart. 1867. On the Appendicular Skeleton of Primates. Philosophical Transactions of the Royal Society of London 157:299-429,Tardigradus loris,subjective synonym of,species,extant,Lorisidae,Loris,"W. Stone and J. A. G. Rehn. 1902. A collection of mammals from Sumatra, with a review of the genera Nycticebus and Tragulus. Proceedings of the Academy of Natural Sciences of Philadelphia 54(1):127-142"
Loris tardigradus,Nycticebus tardigradus,species,recombined as,species,NA,NA,Lorisidae,Loris,NA,NA,St. G. Mivart. 1867. On the Appendicular Skeleton of Primates. Philosophical Transactions of the Royal Society of London 157:299-429,Loris gracilis,subjective synonym of,species,extant,Lorisidae,Loris,"A. Gentry, C. P. Groves, and J. E. Hill, P. D. Jenkins. 1994. Loris E. Geoffroy Saint-Hilaire, 1796 (Mammalia, Primates): proposed conservation. Bulletin of Zoological Nomenclature 51(4):332-335"
Loris tardigradus,Nycticebus tardigradus,species,recombined as,species,NA,NA,Lorisidae,Loris,NA,NA,St. G. Mivart. 1867. On the Appendicular Skeleton of Primates. Philosophical Transactions of the Royal Society of London 157:299-429,Loris tardigradus,NA,species,extant,Lorisidae,Loris,"C. Linnaeus. 1758. Systema Naturae per Regna Tria Naturae, Secundum Classes, Ordines, Genera, Species, cum Characteribus, Differentiis, Synonymis, Locis. Editio Decima 1:1-824"
Loris tardigradus,Nycticebus tardigradus,species,recombined as,species,NA,NA,Lorisidae,Loris,NA,NA,St. G. Mivart. 1867. On the Appendicular Skeleton of Primates. Philosophical Transactions of the Royal Society of London 157:299-429,Tardigradus loris,subjective synonym of,species,extant,Lorisidae,Loris,"W. Stone and J. A. G. Rehn. 1902. A collection of mammals from Sumatra, with a review of the genera Nycticebus and Tragulus. Proceedings of the Academy of Natural Sciences of Philadelphia 54(1):127-142"
Loris tardigradus,Loris gracilis,species,subjective synonym of,species,NA,NA,Lorisidae,Loris,NA,NA,St. G. Mivart. 1867. On the Appendicular Skeleton of Primates. Philosophical Transactions of the Royal Society of London 157:299-429,Loris gracilis,subjective synonym of,species,extant,Lorisidae,Loris,"A. Gentry, C. P. Groves, and J. E. Hill, P. D. Jenkins. 1994. Loris E. Geoffroy Saint-Hilaire, 1796 (Mammalia, Primates): proposed conservation. Bulletin of Zoological Nomenclature 51(4):332-335"
Loris tardigradus,Loris gracilis,species,subjective synonym of,species,NA,NA,Lorisidae,Loris,NA,NA,St. G. Mivart. 1867. On the Appendicular Skeleton of Primates. Philosophical Transactions of the Royal Society of London 157:299-429,Loris tardigradus,NA,species,extant,Lorisidae,Loris,"C. Linnaeus. 1758. Systema Naturae per Regna Tria Naturae, Secundum Classes, Ordines, Genera, Species, cum Characteribus, Differentiis, Synonymis, Locis. Editio Decima 1:1-824"
Loris tardigradus,Loris gracilis,species,subjective synonym of,species,NA,NA,Lorisidae,Loris,NA,NA,St. G. Mivart. 1867. On the Appendicular Skeleton of Primates. Philosophical Transactions of the Royal Society of London 157:299-429,Tardigradus loris,subjective synonym of,species,extant,Lorisidae,Loris,"W. Stone and J. A. G. Rehn. 1902. A collection of mammals from Sumatra, with a review of the genera Nycticebus and Tragulus. Proceedings of the Academy of Natural Sciences of Philadelphia 54(1):127-142"
Loris tardigradus,Loris tardigradus,species,NA,species,NA,NA,Lorisidae,Loris,NA,NA,R. J. Smith and W. L. Jungers. 1997. Body mass in comparative primatology. Journal of Human Evolution 32:523-559,Loris gracilis,subjective synonym of,species,extant,Lorisidae,Loris,"A. Gentry, C. P. Groves, and J. E. Hill, P. D. Jenkins. 1994. Loris E. Geoffroy Saint-Hilaire, 1796 (Mammalia, Primates): proposed conservation. Bulletin of Zoological Nomenclature 51(4):332-335"
Loris tardigradus,Loris tardigradus,species,NA,species,NA,NA,Lorisidae,Loris,NA,NA,R. J. Smith and W. L. Jungers. 1997. Body mass in comparative primatology. Journal of Human Evolution 32:523-559,Loris tardigradus,NA,species,extant,Lorisidae,Loris,"C. Linnaeus. 1758. Systema Naturae per Regna Tria Naturae, Secundum Classes, Ordines, Genera, Species, cum Characteribus, Differentiis, Synonymis, Locis. Editio Decima 1:1-824"
Loris tardigradus,Loris tardigradus,species,NA,species,NA,NA,Lorisidae,Loris,NA,NA,R. J. Smith and W. L. Jungers. 1997. Body mass in comparative primatology. Journal of Human Evolution 32:523-559,Tardigradus loris,subjective synonym of,species,extant,Lorisidae,Loris,"W. Stone and J. A. G. Rehn. 1902. A collection of mammals from Sumatra, with a review of the genera Nycticebus and Tragulus. Proceedings of the Academy of Natural Sciences of Philadelphia 54(1):127-142"
Loris tardigradus,Nycticebus tardigradus,species,recombined as,species,NA,NA,Lorisidae,Loris,NA,NA,St. G. Mivart. 1867. On the Appendicular Skeleton of Primates. Philosophical Transactions of the Royal Society of London 157:299-429,Loris gracilis,subjective synonym of,species,extant,Lorisidae,Loris,"A. Gentry, C. P. Groves, and J. E. Hill, P. D. Jenkins. 1994. Loris E. Geoffroy Saint-Hilaire, 1796 (Mammalia, Primates): proposed conservation. Bulletin of Zoological Nomenclature 51(4):332-335"
Loris tardigradus,Nycticebus tardigradus,species,recombined as,species,NA,NA,Lorisidae,Loris,NA,NA,St. G. Mivart. 1867. On the Appendicular Skeleton of Primates. Philosophical Transactions of the Royal Society of London 157:299-429,Loris tardigradus,NA,species,extant,Lorisidae,Loris,"C. Linnaeus. 1758. Systema Naturae per Regna Tria Naturae, Secundum Classes, Ordines, Genera, Species, cum Characteribus, Differentiis, Synonymis, Locis. Editio Decima 1:1-824"
Loris tardigradus,Nycticebus tardigradus,species,recombined as,species,NA,NA,Lorisidae,Loris,NA,NA,St. G. Mivart. 1867. On the Appendicular Skeleton of Primates. Philosophical Transactions of the Royal Society of London 157:299-429,Tardigradus loris,subjective synonym of,species,extant,Lorisidae,Loris,"W. Stone and J. A. G. Rehn. 1902. A collection of mammals from Sumatra, with a review of the genera Nycticebus and Tragulus. Proceedings of the Academy of Natural Sciences of Philadelphia 54(1):127-142"
Loris tardigradus,Loris gracilis,species,subjective synonym of,species,NA,NA,Lorisidae,Loris,NA,NA,St. G. Mivart. 1867. On the Appendicular Skeleton of Primates. Philosophical Transactions of the Royal Society of London 157:299-429,Loris gracilis,subjective synonym of,species,extant,Lorisidae,Loris,"A. Gentry, C. P. Groves, and J. E. Hill, P. D. Jenkins. 1994. Loris E. Geoffroy Saint-Hilaire, 1796 (Mammalia, Primates): proposed conservation. Bulletin of Zoological Nomenclature 51(4):332-335"
Loris tardigradus,Loris gracilis,species,subjective synonym of,species,NA,NA,Lorisidae,Loris,NA,NA,St. G. Mivart. 1867. On the Appendicular Skeleton of Primates. Philosophical Transactions of the Royal Society of London 157:299-429,Loris tardigradus,NA,species,extant,Lorisidae,Loris,"C. Linnaeus. 1758. Systema Naturae per Regna Tria Naturae, Secundum Classes, Ordines, Genera, Species, cum Characteribus, Differentiis, Synonymis, Locis. Editio Decima 1:1-824"
Loris tardigradus,Loris gracilis,species,subjective synonym of,species,NA,NA,Lorisidae,Loris,NA,NA,St. G. Mivart. 1867. On the Appendicular Skeleton of Primates. Philosophical Transactions of the Royal Society of London 157:299-429,Tardigradus loris,subjective synonym of,species,extant,Lorisidae,Loris,"W. Stone and J. A. G. Rehn. 1902. A collection of mammals from Sumatra, with a review of the genera Nycticebus and Tragulus. Proceedings of the Academy of Natural Sciences of Philadelphia 54(1):127-142"
Loris tardigradus,Loris tardigradus,species,NA,species,NA,NA,Lorisidae,Loris,NA,NA,R. J. Smith and W. L. Jungers. 1997. Body mass in comparative primatology. Journal of Human Evolution 32:523-559,Loris gracilis,subjective synonym of,species,extant,Lorisidae,Loris,"A. Gentry, C. P. Groves, and J. E. Hill, P. D. Jenkins. 1994. Loris E. Geoffroy Saint-Hilaire, 1796 (Mammalia, Primates): proposed conservation. Bulletin of Zoological Nomenclature 51(4):332-335"
Loris tardigradus,Loris tardigradus,species,NA,species,NA,NA,Lorisidae,Loris,NA,NA,R. J. Smith and W. L. Jungers. 1997. Body mass in comparative primatology. Journal of Human Evolution 32:523-559,Loris tardigradus,NA,species,extant,Lorisidae,Loris,"C. Linnaeus. 1758. Systema Naturae per Regna Tria Naturae, Secundum Classes, Ordines, Genera, Species, cum Characteribus, Differentiis, Synonymis, Locis. Editio Decima 1:1-824"
Loris tardigradus,Loris tardigradus,species,NA,species,NA,NA,Lorisidae,Loris,NA,NA,R. J. Smith and W. L. Jungers. 1997. Body mass in comparative primatology. Journal of Human Evolution 32:523-559,Tardigradus loris,subjective synonym of,species,extant,Lorisidae,Loris,"W. Stone and J. A. G. Rehn. 1902. A collection of mammals from Sumatra, with a review of the genera Nycticebus and Tragulus. Proceedings of the Academy of Natural Sciences of Philadelphia 54(1):127-142"
Loris tardigradus,Loris gracilis,species,subjective synonym of,species,NA,NA,Lorisidae,Loris,NA,NA,St. G. Mivart. 1867. On the Appendicular Skeleton of Primates. Philosophical Transactions of the Royal Society of London 157:299-429,Loris gracilis,subjective synonym of,species,extant,Lorisidae,Loris,"A. Gentry, C. P. Groves, and J. E. Hill, P. D. Jenkins. 1994. Loris E. Geoffroy Saint-Hilaire, 1796 (Mammalia, Primates): proposed conservation. Bulletin of Zoological Nomenclature 51(4):332-335"
Loris tardigradus,Loris gracilis,species,subjective synonym of,species,NA,NA,Lorisidae,Loris,NA,NA,St. G. Mivart. 1867. On the Appendicular Skeleton of Primates. Philosophical Transactions of the Royal Society of London 157:299-429,Loris tardigradus,NA,species,extant,Lorisidae,Loris,"C. Linnaeus. 1758. Systema Naturae per Regna Tria Naturae, Secundum Classes, Ordines, Genera, Species, cum Characteribus, Differentiis, Synonymis, Locis. Editio Decima 1:1-824"
Loris tardigradus,Loris gracilis,species,subjective synonym of,species,NA,NA,Lorisidae,Loris,NA,NA,St. G. Mivart. 1867. On the Appendicular Skeleton of Primates. Philosophical Transactions of the Royal Society of London 157:299-429,Tardigradus loris,subjective synonym of,species,extant,Lorisidae,Loris,"W. Stone and J. A. G. Rehn. 1902. A collection of mammals from Sumatra, with a review of the genera Nycticebus and Tragulus. Proceedings of the Academy of Natural Sciences of Philadelphia 54(1):127-142"
Loris tardigradus,Loris gracilis,species,subjective synonym of,species,NA,NA,Lorisidae,Loris,NA,NA,St. G. Mivart. 1867. On the Appendicular Skeleton of Primates. Philosophical Transactions of the Royal Society of London 157:299-429,Loris gracilis,subjective synonym of,species,extant,Lorisidae,Loris,"A. Gentry, C. P. Groves, and J. E. Hill, P. D. Jenkins. 1994. Loris E. Geoffroy Saint-Hilaire, 1796 (Mammalia, Primates): proposed conservation. Bulletin of Zoological Nomenclature 51(4):332-335"
Loris tardigradus,Loris gracilis,species,subjective synonym of,species,NA,NA,Lorisidae,Loris,NA,NA,St. G. Mivart. 1867. On the Appendicular Skeleton of Primates. Philosophical Transactions of the Royal Society of London 157:299-429,Loris tardigradus,NA,species,extant,Lorisidae,Loris,"C. Linnaeus. 1758. Systema Naturae per Regna Tria Naturae, Secundum Classes, Ordines, Genera, Species, cum Characteribus, Differentiis, Synonymis, Locis. Editio Decima 1:1-824"
Loris tardigradus,Loris gracilis,species,subjective synonym of,species,NA,NA,Lorisidae,Loris,NA,NA,St. G. Mivart. 1867. On the Appendicular Skeleton of Primates. Philosophical Transactions of the Royal Society of London 157:299-429,Tardigradus loris,subjective synonym of,species,extant,Lorisidae,Loris,"W. Stone and J. A. G. Rehn. 1902. A collection of mammals from Sumatra, with a review of the genera Nycticebus and Tragulus. Proceedings of the Academy of Natural Sciences of Philadelphia 54(1):127-142"
Loris tardigradus,Nycticebus tardigradus,species,recombined as,species,NA,NA,Lorisidae,Loris,NA,NA,St. G. Mivart. 1867. On the Appendicular Skeleton of Primates. Philosophical Transactions of the Royal Society of London 157:299-429,Loris gracilis,subjective synonym of,species,extant,Lorisidae,Loris,"A. Gentry, C. P. Groves, and J. E. Hill, P. D. Jenkins. 1994. Loris E. Geoffroy Saint-Hilaire, 1796 (Mammalia, Primates): proposed conservation. Bulletin of Zoological Nomenclature 51(4):332-335"
Loris tardigradus,Nycticebus tardigradus,species,recombined as,species,NA,NA,Lorisidae,Loris,NA,NA,St. G. Mivart. 1867. On the Appendicular Skeleton of Primates. Philosophical Transactions of the Royal Society of London 157:299-429,Loris tardigradus,NA,species,extant,Lorisidae,Loris,"C. Linnaeus. 1758. Systema Naturae per Regna Tria Naturae, Secundum Classes, Ordines, Genera, Species, cum Characteribus, Differentiis, Synonymis, Locis. Editio Decima 1:1-824"
