accepted_name,orig_no,taxon_no,taxon_name,difference,accepted_no.x,accepted_rank,parent_no,ref_pubyr,reference_no.x,is_extant,n_occs,family,genus,primary_reference,specimen_no,is_type,accepted_no.y,max_ma,min_ma,reference_no.y,lng,lat,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments
Cantius nunienus,45236,45236,Copelemur consortutus,subjective synonym of,50086,species,40754,1977,1675,extinct,25,Notharctidae,Cantius,"P. D. Gingerich and E. L. Simons. 1977. Systematics, phylogeny, and evolution of early Eocene Adapidae (Mammalia, Primates) in North America. Contributions from the Museum of Paleontology, University of Michigan 24(22):245-279",5176,NA,50086,NA,NA,7526,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cantius nunienus,45236,45236,Copelemur consortutus,subjective synonym of,50086,species,40754,1977,1675,extinct,25,Notharctidae,Cantius,"P. D. Gingerich and E. L. Simons. 1977. Systematics, phylogeny, and evolution of early Eocene Adapidae (Mammalia, Primates) in North America. Contributions from the Museum of Paleontology, University of Michigan 24(22):245-279",538,NA,50086,NA,NA,7526,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cantius nunienus,45236,45236,Copelemur consortutus,subjective synonym of,50086,species,40754,1977,1675,extinct,25,Notharctidae,Cantius,"P. D. Gingerich and E. L. Simons. 1977. Systematics, phylogeny, and evolution of early Eocene Adapidae (Mammalia, Primates) in North America. Contributions from the Museum of Paleontology, University of Michigan 24(22):245-279",5179,NA,50086,NA,NA,7526,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cantius nunienus,45236,45236,Copelemur consortutus,subjective synonym of,50086,species,40754,1977,1675,extinct,25,Notharctidae,Cantius,"P. D. Gingerich and E. L. Simons. 1977. Systematics, phylogeny, and evolution of early Eocene Adapidae (Mammalia, Primates) in North America. Contributions from the Museum of Paleontology, University of Michigan 24(22):245-279",539,NA,50086,NA,NA,7526,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cantius nunienus,45236,45236,Copelemur consortutus,subjective synonym of,50086,species,40754,1977,1675,extinct,25,Notharctidae,Cantius,"P. D. Gingerich and E. L. Simons. 1977. Systematics, phylogeny, and evolution of early Eocene Adapidae (Mammalia, Primates) in North America. Contributions from the Museum of Paleontology, University of Michigan 24(22):245-279",5182,NA,50086,NA,NA,7526,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cantius nunienus,45236,45236,Copelemur consortutus,subjective synonym of,50086,species,40754,1977,1675,extinct,25,Notharctidae,Cantius,"P. D. Gingerich and E. L. Simons. 1977. Systematics, phylogeny, and evolution of early Eocene Adapidae (Mammalia, Primates) in North America. Contributions from the Museum of Paleontology, University of Michigan 24(22):245-279",2517,NA,50086,NA,NA,3806,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cantius nunienus,45236,45236,Copelemur consortutus,subjective synonym of,50086,species,40754,1977,1675,extinct,25,Notharctidae,Cantius,"P. D. Gingerich and E. L. Simons. 1977. Systematics, phylogeny, and evolution of early Eocene Adapidae (Mammalia, Primates) in North America. Contributions from the Museum of Paleontology, University of Michigan 24(22):245-279",2516,NA,50086,NA,NA,1606,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cantius nunienus,45236,45236,Copelemur consortutus,subjective synonym of,50086,species,40754,1977,1675,extinct,25,Notharctidae,Cantius,"P. D. Gingerich and E. L. Simons. 1977. Systematics, phylogeny, and evolution of early Eocene Adapidae (Mammalia, Primates) in North America. Contributions from the Museum of Paleontology, University of Michigan 24(22):245-279",709,holotype,50086,NA,NA,1675,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cantius nunienus,45236,45236,Copelemur consortutus,subjective synonym of,50086,species,40754,1977,1675,extinct,25,Notharctidae,Cantius,"P. D. Gingerich and E. L. Simons. 1977. Systematics, phylogeny, and evolution of early Eocene Adapidae (Mammalia, Primates) in North America. Contributions from the Museum of Paleontology, University of Michigan 24(22):245-279",5174,NA,50086,NA,NA,7526,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cantius nunienus,45236,45236,Copelemur consortutus,subjective synonym of,50086,species,40754,1977,1675,extinct,25,Notharctidae,Cantius,"P. D. Gingerich and E. L. Simons. 1977. Systematics, phylogeny, and evolution of early Eocene Adapidae (Mammalia, Primates) in North America. Contributions from the Museum of Paleontology, University of Michigan 24(22):245-279",710,NA,50086,NA,NA,1675,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cantius nunienus,45236,45236,Copelemur consortutus,subjective synonym of,50086,species,40754,1977,1675,extinct,25,Notharctidae,Cantius,"P. D. Gingerich and E. L. Simons. 1977. Systematics, phylogeny, and evolution of early Eocene Adapidae (Mammalia, Primates) in North America. Contributions from the Museum of Paleontology, University of Michigan 24(22):245-279",5173,NA,50086,NA,NA,7526,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cantius nunienus,49191,49191,Notharctus limosus,subjective synonym of,50086,species,40754,1952,1606,extinct,25,Notharctidae,Cantius,C. L. Gazin. 1952. The Lower Eocene Knight Formation Of Western Wyoming and Its Mammalian Faunas. Smithsonian Miscellaneous Collections 117(18):1-82,5177,NA,50086,NA,NA,7526,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cantius nunienus,49191,49191,Notharctus limosus,subjective synonym of,50086,species,40754,1952,1606,extinct,25,Notharctidae,Cantius,C. L. Gazin. 1952. The Lower Eocene Knight Formation Of Western Wyoming and Its Mammalian Faunas. Smithsonian Miscellaneous Collections 117(18):1-82,5175,NA,50086,NA,NA,7526,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cantius nunienus,49191,49191,Notharctus limosus,subjective synonym of,50086,species,40754,1952,1606,extinct,25,Notharctidae,Cantius,C. L. Gazin. 1952. The Lower Eocene Knight Formation Of Western Wyoming and Its Mammalian Faunas. Smithsonian Miscellaneous Collections 117(18):1-82,5180,NA,50086,NA,NA,7526,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cantius nunienus,49191,49191,Notharctus limosus,subjective synonym of,50086,species,40754,1952,1606,extinct,25,Notharctidae,Cantius,C. L. Gazin. 1952. The Lower Eocene Knight Formation Of Western Wyoming and Its Mammalian Faunas. Smithsonian Miscellaneous Collections 117(18):1-82,5178,NA,50086,NA,NA,7526,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cantius nunienus,49191,49191,Notharctus limosus,subjective synonym of,50086,species,40754,1952,1606,extinct,25,Notharctidae,Cantius,C. L. Gazin. 1952. The Lower Eocene Knight Formation Of Western Wyoming and Its Mammalian Faunas. Smithsonian Miscellaneous Collections 117(18):1-82,5181,NA,50086,NA,NA,7526,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cantius nunienus,49191,49191,Notharctus limosus,subjective synonym of,50086,species,40754,1952,1606,extinct,25,Notharctidae,Cantius,C. L. Gazin. 1952. The Lower Eocene Knight Formation Of Western Wyoming and Its Mammalian Faunas. Smithsonian Miscellaneous Collections 117(18):1-82,5176,NA,50086,NA,NA,7526,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cantius nunienus,49191,49191,Notharctus limosus,subjective synonym of,50086,species,40754,1952,1606,extinct,25,Notharctidae,Cantius,C. L. Gazin. 1952. The Lower Eocene Knight Formation Of Western Wyoming and Its Mammalian Faunas. Smithsonian Miscellaneous Collections 117(18):1-82,538,NA,50086,NA,NA,7526,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cantius nunienus,49191,49191,Notharctus limosus,subjective synonym of,50086,species,40754,1952,1606,extinct,25,Notharctidae,Cantius,C. L. Gazin. 1952. The Lower Eocene Knight Formation Of Western Wyoming and Its Mammalian Faunas. Smithsonian Miscellaneous Collections 117(18):1-82,5179,NA,50086,NA,NA,7526,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cantius nunienus,49191,49191,Notharctus limosus,subjective synonym of,50086,species,40754,1952,1606,extinct,25,Notharctidae,Cantius,C. L. Gazin. 1952. The Lower Eocene Knight Formation Of Western Wyoming and Its Mammalian Faunas. Smithsonian Miscellaneous Collections 117(18):1-82,539,NA,50086,NA,NA,7526,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cantius nunienus,49191,49191,Notharctus limosus,subjective synonym of,50086,species,40754,1952,1606,extinct,25,Notharctidae,Cantius,C. L. Gazin. 1952. The Lower Eocene Knight Formation Of Western Wyoming and Its Mammalian Faunas. Smithsonian Miscellaneous Collections 117(18):1-82,5182,NA,50086,NA,NA,7526,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cantius nunienus,49191,49191,Notharctus limosus,subjective synonym of,50086,species,40754,1952,1606,extinct,25,Notharctidae,Cantius,C. L. Gazin. 1952. The Lower Eocene Knight Formation Of Western Wyoming and Its Mammalian Faunas. Smithsonian Miscellaneous Collections 117(18):1-82,2517,NA,50086,NA,NA,3806,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cantius nunienus,49191,49191,Notharctus limosus,subjective synonym of,50086,species,40754,1952,1606,extinct,25,Notharctidae,Cantius,C. L. Gazin. 1952. The Lower Eocene Knight Formation Of Western Wyoming and Its Mammalian Faunas. Smithsonian Miscellaneous Collections 117(18):1-82,2516,NA,50086,NA,NA,1606,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cantius nunienus,49191,49191,Notharctus limosus,subjective synonym of,50086,species,40754,1952,1606,extinct,25,Notharctidae,Cantius,C. L. Gazin. 1952. The Lower Eocene Knight Formation Of Western Wyoming and Its Mammalian Faunas. Smithsonian Miscellaneous Collections 117(18):1-82,709,holotype,50086,NA,NA,1675,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cantius nunienus,49191,49191,Notharctus limosus,subjective synonym of,50086,species,40754,1952,1606,extinct,25,Notharctidae,Cantius,C. L. Gazin. 1952. The Lower Eocene Knight Formation Of Western Wyoming and Its Mammalian Faunas. Smithsonian Miscellaneous Collections 117(18):1-82,5174,NA,50086,NA,NA,7526,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cantius nunienus,49191,49191,Notharctus limosus,subjective synonym of,50086,species,40754,1952,1606,extinct,25,Notharctidae,Cantius,C. L. Gazin. 1952. The Lower Eocene Knight Formation Of Western Wyoming and Its Mammalian Faunas. Smithsonian Miscellaneous Collections 117(18):1-82,710,NA,50086,NA,NA,1675,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cantius nunienus,49191,49191,Notharctus limosus,subjective synonym of,50086,species,40754,1952,1606,extinct,25,Notharctidae,Cantius,C. L. Gazin. 1952. The Lower Eocene Knight Formation Of Western Wyoming and Its Mammalian Faunas. Smithsonian Miscellaneous Collections 117(18):1-82,5173,NA,50086,NA,NA,7526,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cantius ralstoni,50088,44899,Cantius ralstoni,NA,50088,species,40754,1915,2471,extinct,23,Notharctidae,Cantius,"W. D. Matthew. 1915. A revision of the Lower Eocene Wasatch and Wind River faunas. \r\nPart IV. - Entelonychia, Primates, Insectivora (part). Bulletin of the American Museum of Natural History 34(14):429-483",8919,NA,50088,55.8,50.3,1675,-109,44.299999,US,Wyoming,Park,based on political unit,1,small collection,NA
Cantius ralstoni,50088,44899,Cantius ralstoni,NA,50088,species,40754,1915,2471,extinct,23,Notharctidae,Cantius,"W. D. Matthew. 1915. A revision of the Lower Eocene Wasatch and Wind River faunas. \r\nPart IV. - Entelonychia, Primates, Insectivora (part). Bulletin of the American Museum of Natural History 34(14):429-483",8920,NA,50088,55.8,50.3,1675,-109,44.299999,US,Wyoming,Park,based on political unit,1,small collection,NA
Cantius ralstoni,50088,44899,Cantius ralstoni,NA,50088,species,40754,1915,2471,extinct,23,Notharctidae,Cantius,"W. D. Matthew. 1915. A revision of the Lower Eocene Wasatch and Wind River faunas. \r\nPart IV. - Entelonychia, Primates, Insectivora (part). Bulletin of the American Museum of Natural History 34(14):429-483",8918,NA,50088,55.8,50.3,1675,-109,44.299999,US,Wyoming,Park,based on political unit,1,small collection,NA
Cantius ralstoni,50088,44899,Cantius ralstoni,NA,50088,species,40754,1915,2471,extinct,23,Notharctidae,Cantius,"W. D. Matthew. 1915. A revision of the Lower Eocene Wasatch and Wind River faunas. \r\nPart IV. - Entelonychia, Primates, Insectivora (part). Bulletin of the American Museum of Natural History 34(14):429-483",8922,NA,50088,55.8,50.3,1675,-109,44.299999,US,Wyoming,Park,based on political unit,1,small collection,NA
Cantius ralstoni,50088,44899,Cantius ralstoni,NA,50088,species,40754,1915,2471,extinct,23,Notharctidae,Cantius,"W. D. Matthew. 1915. A revision of the Lower Eocene Wasatch and Wind River faunas. \r\nPart IV. - Entelonychia, Primates, Insectivora (part). Bulletin of the American Museum of Natural History 34(14):429-483",2964,NA,50088,55.8,50.3,1675,-109,44.299999,US,Wyoming,Park,based on political unit,1,small collection,NA
Cantius ralstoni,50088,44899,Cantius ralstoni,NA,50088,species,40754,1915,2471,extinct,23,Notharctidae,Cantius,"W. D. Matthew. 1915. A revision of the Lower Eocene Wasatch and Wind River faunas. \r\nPart IV. - Entelonychia, Primates, Insectivora (part). Bulletin of the American Museum of Natural History 34(14):429-483",8921,NA,50088,55.8,50.3,1675,-109,44.299999,US,Wyoming,Park,based on political unit,1,small collection,NA
Cantius simonsi,44900,44900,Cantius simonsi,NA,44900,species,40754,2002,7526,extinct,1,Notharctidae,Cantius,G. F. Gunnell. 2002. Notharctine primates (Adapiformes) from the early to middle Eocene (Wasatchian-Bridgerian) of Wyoming: transitional species and the origins of Notharctus and Smilodectes. Journal of Human Evolution 43(3):353-380,540,holotype,44900,NA,NA,7526,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cantius torresi,44901,44901,Cantius torresi,NA,44901,species,40754,1986,1653,extinct,7,Notharctidae,Cantius,P. D. Gingerich. 1986. Early Eocene Cantius torresi—oldest primate of modern aspect from North America. Nature 319:319-321,5183,holotype,44901,NA,NA,1663,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cantius torresi,44901,44901,Cantius torresi,NA,44901,species,40754,1986,1653,extinct,7,Notharctidae,Cantius,P. D. Gingerich. 1986. Early Eocene Cantius torresi—oldest primate of modern aspect from North America. Nature 319:319-321,5187,holotype,44901,NA,NA,1663,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cantius torresi,44901,44901,Cantius torresi,NA,44901,species,40754,1986,1653,extinct,7,Notharctidae,Cantius,P. D. Gingerich. 1986. Early Eocene Cantius torresi—oldest primate of modern aspect from North America. Nature 319:319-321,5184,holotype,44901,NA,NA,1663,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cantius torresi,44901,44901,Cantius torresi,NA,44901,species,40754,1986,1653,extinct,7,Notharctidae,Cantius,P. D. Gingerich. 1986. Early Eocene Cantius torresi—oldest primate of modern aspect from North America. Nature 319:319-321,541,NA,44901,NA,NA,1663,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cantius torresi,44901,44901,Cantius torresi,NA,44901,species,40754,1986,1653,extinct,7,Notharctidae,Cantius,P. D. Gingerich. 1986. Early Eocene Cantius torresi—oldest primate of modern aspect from North America. Nature 319:319-321,5185,holotype,44901,NA,NA,1663,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cantius torresi,44901,44901,Cantius torresi,NA,44901,species,40754,1986,1653,extinct,7,Notharctidae,Cantius,P. D. Gingerich. 1986. Early Eocene Cantius torresi—oldest primate of modern aspect from North America. Nature 319:319-321,5186,holotype,44901,NA,NA,1663,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cantius torresi,44901,44901,Cantius torresi,NA,44901,species,40754,1986,1653,extinct,7,Notharctidae,Cantius,P. D. Gingerich. 1986. Early Eocene Cantius torresi—oldest primate of modern aspect from North America. Nature 319:319-321,542,NA,44901,55.8,50.3,1663,-109,44.299999,US,Wyoming,Park,based on political unit,1,small collection,NA
Carpodaptes aulacodon,44937,44937,Carpodaptes aulacodon,NA,44937,species,40743,1921,2481,extinct,1,Carpolestidae,Carpodaptes,W. D. Matthew and W. Granger. 1921. New genera of Paleocene mammals. American Museum Novitates 13:1-7,555,holotype,44937,61.7,56.8,3139,-107.633331,37.116669,US,Colorado,La Plata,based on nearby landmark,minutes,small collection,"""on the Spring Creek drainage, seven miles southeast of Ignacio, near to the Mason schoolhouse... only a meter square"" (Matthew 1917) (coordinate based on Ignacio)"
Carpodaptes cygneus,44947,44938,Carpodaptes cygneus,NA,44947,species,40743,1995,1047,extinct,3,Carpolestidae,Carpodaptes,K. C. Beard and J. Wang. 1995. The first Asian plesiadapoids. Annals of Carnegie Museum 64(1):1-33,5228,NA,44947,61.7,56.8,7175,-115.4627,54.801998,CA,Alberta,NA,stated in text,3,small collection,"LSD 4, Sec 16, T 67, R 10, W of 5th meridian; S side of main road N from Swan Hills town; this part (3) is on the N side, across a swampy area"
Carpodaptes cygneus,44947,44938,Carpodaptes cygneus,NA,44947,species,40743,1995,1047,extinct,3,Carpolestidae,Carpodaptes,K. C. Beard and J. Wang. 1995. The first Asian plesiadapoids. Annals of Carnegie Museum 64(1):1-33,5229,NA,44947,61.7,56.8,7175,-115.4627,54.801998,CA,Alberta,NA,stated in text,3,small collection,"LSD 4, Sec 16, T 67, R 10, W of 5th meridian; S side of main road N from Swan Hills town; this part (3) is on the N side, across a swampy area"
Carpodaptes cygneus,44947,44938,Carpodaptes cygneus,NA,44947,species,40743,1995,1047,extinct,3,Carpolestidae,Carpodaptes,K. C. Beard and J. Wang. 1995. The first Asian plesiadapoids. Annals of Carnegie Museum 64(1):1-33,5227,NA,44947,61.7,56.8,7175,-115.4627,54.801998,CA,Alberta,NA,stated in text,3,small collection,"LSD 4, Sec 16, T 67, R 10, W of 5th meridian; S side of main road N from Swan Hills town; this part (3) is on the N side, across a swampy area"
Carpodaptes cygneus,44947,44938,Carpodaptes cygneus,NA,44947,species,40743,1995,1047,extinct,3,Carpolestidae,Carpodaptes,K. C. Beard and J. Wang. 1995. The first Asian plesiadapoids. Annals of Carnegie Museum 64(1):1-33,557,NA,44947,61.7,56.8,7175,-115.4627,54.801998,CA,Alberta,NA,stated in text,3,small collection,"LSD 4, Sec 16, T 67, R 10, W of 5th meridian; S side of main road N from Swan Hills town; this part (3) is on the N side, across a swampy area"
Carpodaptes hazelae,44940,44940,Carpodaptes hazelae,NA,44940,species,40743,1936,3143,extinct,18,Carpolestidae,Carpodaptes,G. G. Simpson. 1936. A new fauna from the Fort Union of Montana. American Museum Novitates 873,558,holotype,44940,61.7,56.8,3145,-109.800003,45.799999,US,Montana,Sweetgrass,based on political unit,1,small collection,Crazy Mountain Basin
Carpodaptes jepseni,44942,44942,Carpodaptes jepseni,NA,44942,species,40743,1975,2947,extinct,2,Carpolestidae,Carpodaptes,K. D. Rose. 1975. The Carpolestidae: Early Tertiary primates from North America. Bulletin of the Museum of Comparative Zoology 147(1),5244,NA,44942,58.7,55.8,3870,-108.301559,44.65723,US,Wyoming,Big Horn,estimated from map,5,small collection,"North Emblem Reservoir Quadrangle, 54N, 95W, Sect. 16"
Carpodaptes jepseni,44942,44942,Carpodaptes jepseni,NA,44942,species,40743,1975,2947,extinct,2,Carpolestidae,Carpodaptes,K. D. Rose. 1975. The Carpolestidae: Early Tertiary primates from North America. Bulletin of the Museum of Comparative Zoology 147(1),562,NA,44942,58.7,55.8,3870,-108.301559,44.65723,US,Wyoming,Big Horn,estimated from map,5,small collection,"North Emblem Reservoir Quadrangle, 54N, 95W, Sect. 16"
Carpodaptes jepseni,44942,44942,Carpodaptes jepseni,NA,44942,species,40743,1975,2947,extinct,2,Carpolestidae,Carpodaptes,K. D. Rose. 1975. The Carpolestidae: Early Tertiary primates from North America. Bulletin of the Museum of Comparative Zoology 147(1),5245,NA,44942,58.7,55.8,3870,-108.301559,44.65723,US,Wyoming,Big Horn,estimated from map,5,small collection,"North Emblem Reservoir Quadrangle, 54N, 95W, Sect. 16"
Carpodaptes jepseni,44942,44942,Carpodaptes jepseni,NA,44942,species,40743,1975,2947,extinct,2,Carpolestidae,Carpodaptes,K. D. Rose. 1975. The Carpolestidae: Early Tertiary primates from North America. Bulletin of the Museum of Comparative Zoology 147(1),5243,NA,44942,58.7,55.8,3870,-108.301559,44.65723,US,Wyoming,Big Horn,estimated from map,5,small collection,"North Emblem Reservoir Quadrangle, 54N, 95W, Sect. 16"
Carpodaptes jepseni,44942,44942,Carpodaptes jepseni,NA,44942,species,40743,1975,2947,extinct,2,Carpolestidae,Carpodaptes,K. D. Rose. 1975. The Carpolestidae: Early Tertiary primates from North America. Bulletin of the Museum of Comparative Zoology 147(1),5242,NA,44942,58.7,55.8,3870,-108.301559,44.65723,US,Wyoming,Big Horn,estimated from map,5,small collection,"North Emblem Reservoir Quadrangle, 54N, 95W, Sect. 16"
Carpodaptes rosei,44944,44944,Carpodaptes rosei,NA,44944,species,40743,2002,6294,extinct,1,Carpolestidae,Carpodaptes,J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.,551,holotype,44944,61.7,56.8,1039,-108.199997,43.200001,US,Wyoming,Fremont,based on political unit,1,NA,Bison Basin
Carpodaptes stonleyi,44945,44945,Carpodaptes stonleyi,NA,44945,species,40743,2002,6294,extinct,3,Carpolestidae,Carpodaptes,J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.,5230,NA,44945,61.7,56.8,2156,-102.748001,49.063999,CA,Saskatchewan,NA,stated in text,3,small collection,"NW 1/4, Sec. 28, Tp. 1, R 6, W 2 (in Gao & Fox 1998)"
Carpodaptes stonleyi,44945,44945,Carpodaptes stonleyi,NA,44945,species,40743,2002,6294,extinct,3,Carpolestidae,Carpodaptes,J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.,5231,NA,44945,61.7,56.8,2156,-102.748001,49.063999,CA,Saskatchewan,NA,stated in text,3,small collection,"NW 1/4, Sec. 28, Tp. 1, R 6, W 2 (in Gao & Fox 1998)"
Carpodaptes stonleyi,44945,44945,Carpodaptes stonleyi,NA,44945,species,40743,2002,6294,extinct,3,Carpolestidae,Carpodaptes,J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.,5233,NA,44945,61.7,56.8,2156,-102.748001,49.063999,CA,Saskatchewan,NA,stated in text,3,small collection,"NW 1/4, Sec. 28, Tp. 1, R 6, W 2 (in Gao & Fox 1998)"
Carpodaptes stonleyi,44945,44945,Carpodaptes stonleyi,NA,44945,species,40743,2002,6294,extinct,3,Carpolestidae,Carpodaptes,J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.,5232,NA,44945,61.7,56.8,2156,-102.748001,49.063999,CA,Saskatchewan,NA,stated in text,3,small collection,"NW 1/4, Sec. 28, Tp. 1, R 6, W 2 (in Gao & Fox 1998)"
Carpodaptes stonleyi,44945,44945,Carpodaptes stonleyi,NA,44945,species,40743,2002,6294,extinct,3,Carpolestidae,Carpodaptes,J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.,556,NA,44945,58.7,55.8,3870,-108.301559,44.65723,US,Wyoming,Big Horn,estimated from map,5,small collection,"North Emblem Reservoir Quadrangle, 54N, 95W, Sect. 16"
Carpodaptes stonleyi,44945,44945,Carpodaptes stonleyi,NA,44945,species,40743,2002,6294,extinct,3,Carpolestidae,Carpodaptes,J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.,559,NA,44945,61.7,56.8,2156,-102.748001,49.063999,CA,Saskatchewan,NA,stated in text,3,small collection,"NW 1/4, Sec. 28, Tp. 1, R 6, W 2 (in Gao & Fox 1998)"
Carpolestes dubius,44948,44948,Carpolestes dubius,NA,44948,species,40744,1930,2024,extinct,15,Carpolestidae,Carpolestes,"G. L. Jepsen. 1930. New Vertebrate Fossils from the Lower Eocene of the Bighorn Basin, Wyoming. Proceedings of the American Philosophical Society 69(1):117-131",5236,NA,44948,NA,NA,8850,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carpolestes dubius,44948,44948,Carpolestes dubius,NA,44948,species,40744,1930,2024,extinct,15,Carpolestidae,Carpolestes,"G. L. Jepsen. 1930. New Vertebrate Fossils from the Lower Eocene of the Bighorn Basin, Wyoming. Proceedings of the American Philosophical Society 69(1):117-131",5237,NA,44948,NA,NA,8850,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carpolestes dubius,44948,44948,Carpolestes dubius,NA,44948,species,40744,1930,2024,extinct,15,Carpolestidae,Carpolestes,"G. L. Jepsen. 1930. New Vertebrate Fossils from the Lower Eocene of the Bighorn Basin, Wyoming. Proceedings of the American Philosophical Society 69(1):117-131",560,NA,44948,NA,NA,8850,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carpolestes dubius,44948,44948,Carpolestes dubius,NA,44948,species,40744,1930,2024,extinct,15,Carpolestidae,Carpolestes,"G. L. Jepsen. 1930. New Vertebrate Fossils from the Lower Eocene of the Bighorn Basin, Wyoming. Proceedings of the American Philosophical Society 69(1):117-131",5235,NA,44948,NA,NA,8850,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carpolestes dubius,44948,44948,Carpolestes dubius,NA,44948,species,40744,1930,2024,extinct,15,Carpolestidae,Carpolestes,"G. L. Jepsen. 1930. New Vertebrate Fossils from the Lower Eocene of the Bighorn Basin, Wyoming. Proceedings of the American Philosophical Society 69(1):117-131",5234,NA,44948,NA,NA,8850,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carpolestes simpsoni,44951,44951,Carpolestes simpsoni,NA,44951,species,40744,1998,1099,extinct,10,Carpolestidae,Carpolestes,"J. I. Bloch and P. D. Gingerich. 1998. Carpolestes simpsoni, New Species (Mammalia, Proprimates) from the Late Paleocene of the Clark's Fork Basin, Wyoming. Contributions from the Museum of Paleontology, University of Michigan 30(4):131-162",5240,NA,44951,56.8,55.8,1099,-109,44.299999,US,Wyoming,Park,based on political unit,1,small collection,Clark's Fork Basin
Carpolestes simpsoni,44951,44951,Carpolestes simpsoni,NA,44951,species,40744,1998,1099,extinct,10,Carpolestidae,Carpolestes,"J. I. Bloch and P. D. Gingerich. 1998. Carpolestes simpsoni, New Species (Mammalia, Proprimates) from the Late Paleocene of the Clark's Fork Basin, Wyoming. Contributions from the Museum of Paleontology, University of Michigan 30(4):131-162",5238,NA,44951,56.8,55.8,1099,-109,44.299999,US,Wyoming,Park,based on political unit,1,small collection,Clark's Fork Basin
Carpolestes simpsoni,44951,44951,Carpolestes simpsoni,NA,44951,species,40744,1998,1099,extinct,10,Carpolestidae,Carpolestes,"J. I. Bloch and P. D. Gingerich. 1998. Carpolestes simpsoni, New Species (Mammalia, Proprimates) from the Late Paleocene of the Clark's Fork Basin, Wyoming. Contributions from the Museum of Paleontology, University of Michigan 30(4):131-162",5241,NA,44951,56.8,55.8,1099,-109,44.299999,US,Wyoming,Park,based on political unit,1,small collection,Clark's Fork Basin
Carpolestes simpsoni,44951,44951,Carpolestes simpsoni,NA,44951,species,40744,1998,1099,extinct,10,Carpolestidae,Carpolestes,"J. I. Bloch and P. D. Gingerich. 1998. Carpolestes simpsoni, New Species (Mammalia, Proprimates) from the Late Paleocene of the Clark's Fork Basin, Wyoming. Contributions from the Museum of Paleontology, University of Michigan 30(4):131-162",561,NA,44951,NA,NA,1099,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carpolestes simpsoni,44951,44951,Carpolestes simpsoni,NA,44951,species,40744,1998,1099,extinct,10,Carpolestidae,Carpolestes,"J. I. Bloch and P. D. Gingerich. 1998. Carpolestes simpsoni, New Species (Mammalia, Proprimates) from the Late Paleocene of the Clark's Fork Basin, Wyoming. Contributions from the Museum of Paleontology, University of Michigan 30(4):131-162",5239,NA,44951,56.8,55.8,1099,-109,44.299999,US,Wyoming,Park,based on political unit,1,small collection,Clark's Fork Basin
