specimen_no,is_type,accepted_name,accepted_no,max_ma,min_ma,reference_no,lng,lat,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments
111812,holotype,Cebupithecia sarmientoi,247698,13.8,11.8,45730,-75.1875,3.258333,CO,Huila,,based on nearby landmark,seconds,small collection,"Fossils recorded from the Monkey locality were found in the clay adjacent to the Villavieja - San Alfonso trail, several hundred yards beyond the house called La Venta, Hulia, Colombia.\r\n\r\n4.1 km NE of Villavieja, a few meters north of the Villavieja-San Alfonso trail, 675 m NE of house called La Venta"
111813,holotype,Cebupithecia sarmientoi,247698,13.8,11.8,45730,-75.1875,3.258333,CO,Huila,,based on nearby landmark,seconds,small collection,"Fossils recorded from the Monkey locality were found in the clay adjacent to the Villavieja - San Alfonso trail, several hundred yards beyond the house called La Venta, Hulia, Colombia.\r\n\r\n4.1 km NE of Villavieja, a few meters north of the Villavieja-San Alfonso trail, 675 m NE of house called La Venta"
111814,holotype,Cebupithecia sarmientoi,247698,13.8,11.8,45730,-75.1875,3.258333,CO,Huila,,based on nearby landmark,seconds,small collection,"Fossils recorded from the Monkey locality were found in the clay adjacent to the Villavieja - San Alfonso trail, several hundred yards beyond the house called La Venta, Hulia, Colombia.\r\n\r\n4.1 km NE of Villavieja, a few meters north of the Villavieja-San Alfonso trail, 675 m NE of house called La Venta"
111815,holotype,Cebupithecia sarmientoi,247698,13.8,11.8,45730,-75.1875,3.258333,CO,Huila,,based on nearby landmark,seconds,small collection,"Fossils recorded from the Monkey locality were found in the clay adjacent to the Villavieja - San Alfonso trail, several hundred yards beyond the house called La Venta, Hulia, Colombia.\r\n\r\n4.1 km NE of Villavieja, a few meters north of the Villavieja-San Alfonso trail, 675 m NE of house called La Venta"
111816,holotype,Cebupithecia sarmientoi,247698,13.8,11.8,45730,-75.1875,3.258333,CO,Huila,,based on nearby landmark,seconds,small collection,"Fossils recorded from the Monkey locality were found in the clay adjacent to the Villavieja - San Alfonso trail, several hundred yards beyond the house called La Venta, Hulia, Colombia.\r\n\r\n4.1 km NE of Villavieja, a few meters north of the Villavieja-San Alfonso trail, 675 m NE of house called La Venta"
111817,,Cebupithecia sarmientoi,247698,,,45730,,,,,,,,,
111818,,Cebupithecia sarmientoi,247698,,,45730,,,,,,,,,
111819,,Cebupithecia sarmientoi,247698,,,45730,,,,,,,,,
111820,,Cebupithecia sarmientoi,247698,,,45730,,,,,,,,,
111821,,Cebupithecia sarmientoi,247698,,,45730,,,,,,,,,
111822,,Cebupithecia sarmientoi,247698,,,45730,,,,,,,,,
111823,,Cebupithecia sarmientoi,247698,,,45730,,,,,,,,,
111824,,Cebupithecia sarmientoi,247698,,,45730,,,,,,,,,
111825,holotype,Cebupithecia sarmientoi,247698,13.8,11.8,45730,-75.1875,3.258333,CO,Huila,,based on nearby landmark,seconds,small collection,"Fossils recorded from the Monkey locality were found in the clay adjacent to the Villavieja - San Alfonso trail, several hundred yards beyond the house called La Venta, Hulia, Colombia.\r\n\r\n4.1 km NE of Villavieja, a few meters north of the Villavieja-San Alfonso trail, 675 m NE of house called La Venta"
112564,holotype,Lagonimico conclucatus,267395,13.8,11.8,46681,-74.577782,3.660278,CO,Huila,,based on nearby landmark,seconds,small collection,"The type and only specimen comes from DukeDNGEOMINAS fossil vertebrate locality 90 situated east of the road between the villages of Villavieja and La Victoria in the Tatacoa Desert, Huila Department,Colombia. Locality 90 is approximately 3 km south of the pueblo of La Victoria, and 2 km east of Hda. San Jose.\r\nNearby landmark: La Victoria"
112565,holotype,Lagonimico conclucatus,267395,13.8,11.8,46681,-74.577782,3.660278,CO,Huila,,based on nearby landmark,seconds,small collection,"The type and only specimen comes from DukeDNGEOMINAS fossil vertebrate locality 90 situated east of the road between the villages of Villavieja and La Victoria in the Tatacoa Desert, Huila Department,Colombia. Locality 90 is approximately 3 km south of the pueblo of La Victoria, and 2 km east of Hda. San Jose.\r\nNearby landmark: La Victoria"
112566,holotype,Lagonimico conclucatus,267395,13.8,11.8,46681,-74.577782,3.660278,CO,Huila,,based on nearby landmark,seconds,small collection,"The type and only specimen comes from DukeDNGEOMINAS fossil vertebrate locality 90 situated east of the road between the villages of Villavieja and La Victoria in the Tatacoa Desert, Huila Department,Colombia. Locality 90 is approximately 3 km south of the pueblo of La Victoria, and 2 km east of Hda. San Jose.\r\nNearby landmark: La Victoria"
112567,holotype,Lagonimico conclucatus,267395,13.8,11.8,46681,-74.577782,3.660278,CO,Huila,,based on nearby landmark,seconds,small collection,"The type and only specimen comes from DukeDNGEOMINAS fossil vertebrate locality 90 situated east of the road between the villages of Villavieja and La Victoria in the Tatacoa Desert, Huila Department,Colombia. Locality 90 is approximately 3 km south of the pueblo of La Victoria, and 2 km east of Hda. San Jose.\r\nNearby landmark: La Victoria"
112568,holotype,Lagonimico conclucatus,267395,13.8,11.8,46681,-74.577782,3.660278,CO,Huila,,based on nearby landmark,seconds,small collection,"The type and only specimen comes from DukeDNGEOMINAS fossil vertebrate locality 90 situated east of the road between the villages of Villavieja and La Victoria in the Tatacoa Desert, Huila Department,Colombia. Locality 90 is approximately 3 km south of the pueblo of La Victoria, and 2 km east of Hda. San Jose.\r\nNearby landmark: La Victoria"
112569,holotype,Lagonimico conclucatus,267395,13.8,11.8,46681,-74.577782,3.660278,CO,Huila,,based on nearby landmark,seconds,small collection,"The type and only specimen comes from DukeDNGEOMINAS fossil vertebrate locality 90 situated east of the road between the villages of Villavieja and La Victoria in the Tatacoa Desert, Huila Department,Colombia. Locality 90 is approximately 3 km south of the pueblo of La Victoria, and 2 km east of Hda. San Jose.\r\nNearby landmark: La Victoria"
112570,holotype,Lagonimico conclucatus,267395,13.8,11.8,46681,-74.577782,3.660278,CO,Huila,,based on nearby landmark,seconds,small collection,"The type and only specimen comes from DukeDNGEOMINAS fossil vertebrate locality 90 situated east of the road between the villages of Villavieja and La Victoria in the Tatacoa Desert, Huila Department,Colombia. Locality 90 is approximately 3 km south of the pueblo of La Victoria, and 2 km east of Hda. San Jose.\r\nNearby landmark: La Victoria"
112571,holotype,Lagonimico conclucatus,267395,13.8,11.8,46681,-74.577782,3.660278,CO,Huila,,based on nearby landmark,seconds,small collection,"The type and only specimen comes from DukeDNGEOMINAS fossil vertebrate locality 90 situated east of the road between the villages of Villavieja and La Victoria in the Tatacoa Desert, Huila Department,Colombia. Locality 90 is approximately 3 km south of the pueblo of La Victoria, and 2 km east of Hda. San Jose.\r\nNearby landmark: La Victoria"
112572,holotype,Lagonimico conclucatus,267395,13.8,11.8,46681,-74.577782,3.660278,CO,Huila,,based on nearby landmark,seconds,small collection,"The type and only specimen comes from DukeDNGEOMINAS fossil vertebrate locality 90 situated east of the road between the villages of Villavieja and La Victoria in the Tatacoa Desert, Huila Department,Colombia. Locality 90 is approximately 3 km south of the pueblo of La Victoria, and 2 km east of Hda. San Jose.\r\nNearby landmark: La Victoria"
112573,holotype,Lagonimico conclucatus,267395,13.8,11.8,46681,-74.577782,3.660278,CO,Huila,,based on nearby landmark,seconds,small collection,"The type and only specimen comes from DukeDNGEOMINAS fossil vertebrate locality 90 situated east of the road between the villages of Villavieja and La Victoria in the Tatacoa Desert, Huila Department,Colombia. Locality 90 is approximately 3 km south of the pueblo of La Victoria, and 2 km east of Hda. San Jose.\r\nNearby landmark: La Victoria"
112574,holotype,Lagonimico conclucatus,267395,13.8,11.8,46681,-74.577782,3.660278,CO,Huila,,based on nearby landmark,seconds,small collection,"The type and only specimen comes from DukeDNGEOMINAS fossil vertebrate locality 90 situated east of the road between the villages of Villavieja and La Victoria in the Tatacoa Desert, Huila Department,Colombia. Locality 90 is approximately 3 km south of the pueblo of La Victoria, and 2 km east of Hda. San Jose.\r\nNearby landmark: La Victoria"
112575,holotype,Lagonimico conclucatus,267395,13.8,11.8,46681,-74.577782,3.660278,CO,Huila,,based on nearby landmark,seconds,small collection,"The type and only specimen comes from DukeDNGEOMINAS fossil vertebrate locality 90 situated east of the road between the villages of Villavieja and La Victoria in the Tatacoa Desert, Huila Department,Colombia. Locality 90 is approximately 3 km south of the pueblo of La Victoria, and 2 km east of Hda. San Jose.\r\nNearby landmark: La Victoria"
112576,holotype,Lagonimico conclucatus,267395,13.8,11.8,46681,-74.577782,3.660278,CO,Huila,,based on nearby landmark,seconds,small collection,"The type and only specimen comes from DukeDNGEOMINAS fossil vertebrate locality 90 situated east of the road between the villages of Villavieja and La Victoria in the Tatacoa Desert, Huila Department,Colombia. Locality 90 is approximately 3 km south of the pueblo of La Victoria, and 2 km east of Hda. San Jose.\r\nNearby landmark: La Victoria"
112577,holotype,Lagonimico conclucatus,267395,13.8,11.8,46681,-74.577782,3.660278,CO,Huila,,based on nearby landmark,seconds,small collection,"The type and only specimen comes from DukeDNGEOMINAS fossil vertebrate locality 90 situated east of the road between the villages of Villavieja and La Victoria in the Tatacoa Desert, Huila Department,Colombia. Locality 90 is approximately 3 km south of the pueblo of La Victoria, and 2 km east of Hda. San Jose.\r\nNearby landmark: La Victoria"
112578,holotype,Lagonimico conclucatus,267395,13.8,11.8,46681,-74.577782,3.660278,CO,Huila,,based on nearby landmark,seconds,small collection,"The type and only specimen comes from DukeDNGEOMINAS fossil vertebrate locality 90 situated east of the road between the villages of Villavieja and La Victoria in the Tatacoa Desert, Huila Department,Colombia. Locality 90 is approximately 3 km south of the pueblo of La Victoria, and 2 km east of Hda. San Jose.\r\nNearby landmark: La Victoria"
112579,holotype,Lagonimico conclucatus,267395,13.8,11.8,46681,-74.577782,3.660278,CO,Huila,,based on nearby landmark,seconds,small collection,"The type and only specimen comes from DukeDNGEOMINAS fossil vertebrate locality 90 situated east of the road between the villages of Villavieja and La Victoria in the Tatacoa Desert, Huila Department,Colombia. Locality 90 is approximately 3 km south of the pueblo of La Victoria, and 2 km east of Hda. San Jose.\r\nNearby landmark: La Victoria"
112580,holotype,Lagonimico conclucatus,267395,13.8,11.8,46681,-74.577782,3.660278,CO,Huila,,based on nearby landmark,seconds,small collection,"The type and only specimen comes from DukeDNGEOMINAS fossil vertebrate locality 90 situated east of the road between the villages of Villavieja and La Victoria in the Tatacoa Desert, Huila Department,Colombia. Locality 90 is approximately 3 km south of the pueblo of La Victoria, and 2 km east of Hda. San Jose.\r\nNearby landmark: La Victoria"
112581,holotype,Lagonimico conclucatus,267395,13.8,11.8,46681,-74.577782,3.660278,CO,Huila,,based on nearby landmark,seconds,small collection,"The type and only specimen comes from DukeDNGEOMINAS fossil vertebrate locality 90 situated east of the road between the villages of Villavieja and La Victoria in the Tatacoa Desert, Huila Department,Colombia. Locality 90 is approximately 3 km south of the pueblo of La Victoria, and 2 km east of Hda. San Jose.\r\nNearby landmark: La Victoria"
112582,holotype,Lagonimico conclucatus,267395,13.8,11.8,46681,-74.577782,3.660278,CO,Huila,,based on nearby landmark,seconds,small collection,"The type and only specimen comes from DukeDNGEOMINAS fossil vertebrate locality 90 situated east of the road between the villages of Villavieja and La Victoria in the Tatacoa Desert, Huila Department,Colombia. Locality 90 is approximately 3 km south of the pueblo of La Victoria, and 2 km east of Hda. San Jose.\r\nNearby landmark: La Victoria"
112583,holotype,Lagonimico conclucatus,267395,13.8,11.8,46681,-74.577782,3.660278,CO,Huila,,based on nearby landmark,seconds,small collection,"The type and only specimen comes from DukeDNGEOMINAS fossil vertebrate locality 90 situated east of the road between the villages of Villavieja and La Victoria in the Tatacoa Desert, Huila Department,Colombia. Locality 90 is approximately 3 km south of the pueblo of La Victoria, and 2 km east of Hda. San Jose.\r\nNearby landmark: La Victoria"
112584,holotype,Lagonimico conclucatus,267395,13.8,11.8,46681,-74.577782,3.660278,CO,Huila,,based on nearby landmark,seconds,small collection,"The type and only specimen comes from DukeDNGEOMINAS fossil vertebrate locality 90 situated east of the road between the villages of Villavieja and La Victoria in the Tatacoa Desert, Huila Department,Colombia. Locality 90 is approximately 3 km south of the pueblo of La Victoria, and 2 km east of Hda. San Jose.\r\nNearby landmark: La Victoria"
112585,holotype,Lagonimico conclucatus,267395,13.8,11.8,46681,-74.577782,3.660278,CO,Huila,,based on nearby landmark,seconds,small collection,"The type and only specimen comes from DukeDNGEOMINAS fossil vertebrate locality 90 situated east of the road between the villages of Villavieja and La Victoria in the Tatacoa Desert, Huila Department,Colombia. Locality 90 is approximately 3 km south of the pueblo of La Victoria, and 2 km east of Hda. San Jose.\r\nNearby landmark: La Victoria"
112675,holotype,Nuciruptor rubricae,267426,13.8,11.8,46711,-75.133331,3.316667,CO,Huila,,based on nearby landmark,minutes,outcrop,Nearby landmark: Villavieja
112676,holotype,Nuciruptor rubricae,267426,13.8,11.8,46711,-75.133331,3.316667,CO,Huila,,based on nearby landmark,minutes,outcrop,Nearby landmark: Villavieja
112677,holotype,Nuciruptor rubricae,267426,13.8,11.8,46711,-75.133331,3.316667,CO,Huila,,based on nearby landmark,minutes,outcrop,Nearby landmark: Villavieja
112678,holotype,Nuciruptor rubricae,267426,13.8,11.8,46711,-75.133331,3.316667,CO,Huila,,based on nearby landmark,minutes,outcrop,Nearby landmark: Villavieja
112679,holotype,Nuciruptor rubricae,267426,13.8,11.8,46711,-75.133331,3.316667,CO,Huila,,based on nearby landmark,minutes,outcrop,Nearby landmark: Villavieja
112680,holotype,Nuciruptor rubricae,267426,13.8,11.8,46711,-75.133331,3.316667,CO,Huila,,based on nearby landmark,minutes,outcrop,Nearby landmark: Villavieja
112681,holotype,Nuciruptor rubricae,267426,13.8,11.8,46711,-75.133331,3.316667,CO,Huila,,based on nearby landmark,minutes,outcrop,Nearby landmark: Villavieja
112682,holotype,Nuciruptor rubricae,267426,13.8,11.8,46711,-75.133331,3.316667,CO,Huila,,based on nearby landmark,minutes,outcrop,Nearby landmark: Villavieja
112683,holotype,Nuciruptor rubricae,267426,13.8,11.8,46711,-75.133331,3.316667,CO,Huila,,based on nearby landmark,minutes,outcrop,Nearby landmark: Villavieja
112684,,Cebupithecia sarmientoi,247698,,,46711,,,,,,,,,
112685,,Cebupithecia sarmientoi,247698,,,46711,,,,,,,,,
114508,,Saimiri,92616,17.5,16.3,46933,-71.366669,-12.866667,PE,Cusco,,stated in text,minutes,small collection,Amazonian Madre de Dios Sub-Andean Zone of eastern Peru
114509,,Saimiri,92616,17.5,16.3,46933,-71.366669,-12.866667,PE,Cusco,,stated in text,minutes,small collection,Amazonian Madre de Dios Sub-Andean Zone of eastern Peru
114510,,Saimiri,92616,17.5,16.3,46933,-71.366669,-12.866667,PE,Cusco,,stated in text,minutes,small collection,Amazonian Madre de Dios Sub-Andean Zone of eastern Peru
114511,,Saimiri,92616,17.5,16.3,46933,-71.366669,-12.866667,PE,Cusco,,stated in text,minutes,small collection,Amazonian Madre de Dios Sub-Andean Zone of eastern Peru
114512,,Saimiri,92616,17.5,16.3,46933,-71.366669,-12.866667,PE,Cusco,,stated in text,minutes,small collection,Amazonian Madre de Dios Sub-Andean Zone of eastern Peru
114513,,Saimiri,92616,17.5,16.3,46933,-71.366669,-12.866667,PE,Cusco,,stated in text,minutes,small collection,Amazonian Madre de Dios Sub-Andean Zone of eastern Peru
114514,,Saimiri,92616,17.5,16.3,46933,-71.366669,-12.866667,PE,Cusco,,stated in text,minutes,small collection,Amazonian Madre de Dios Sub-Andean Zone of eastern Peru
114515,,Saimiri,92616,17.5,16.3,46933,-71.366669,-12.866667,PE,Cusco,,stated in text,minutes,small collection,Amazonian Madre de Dios Sub-Andean Zone of eastern Peru
114516,,Saimiri,92616,17.5,16.3,46933,-71.366669,-12.866667,PE,Cusco,,stated in text,minutes,small collection,Amazonian Madre de Dios Sub-Andean Zone of eastern Peru
114517,,Saimiri,92616,17.5,16.3,46933,-71.366669,-12.866667,PE,Cusco,,stated in text,minutes,small collection,Amazonian Madre de Dios Sub-Andean Zone of eastern Peru
114518,,Saimiri,92616,17.5,16.3,46933,-71.366669,-12.866667,PE,Cusco,,stated in text,minutes,small collection,Amazonian Madre de Dios Sub-Andean Zone of eastern Peru
114519,,Saimiri,92616,17.5,16.3,46933,-71.366669,-12.866667,PE,Cusco,,stated in text,minutes,small collection,Amazonian Madre de Dios Sub-Andean Zone of eastern Peru
114520,,Saimiri,92616,17.5,16.3,46933,-71.366669,-12.866667,PE,Cusco,,stated in text,minutes,small collection,Amazonian Madre de Dios Sub-Andean Zone of eastern Peru
115524,holotype,Patasola magdalenae,269766,13.8,11.8,47009,-75.133331,3.3,CO,,,,minutes,,
115525,holotype,Patasola magdalenae,269766,13.8,11.8,47009,-75.133331,3.3,CO,,,,minutes,,
115526,holotype,Patasola magdalenae,269766,13.8,11.8,47009,-75.133331,3.3,CO,,,,minutes,,
115527,holotype,Patasola magdalenae,269766,13.8,11.8,47009,-75.133331,3.3,CO,,,,minutes,,
115528,holotype,Patasola magdalenae,269766,13.8,11.8,47009,-75.133331,3.3,CO,,,,minutes,,
115529,holotype,Patasola magdalenae,269766,13.8,11.8,47009,-75.133331,3.3,CO,,,,minutes,,
115530,holotype,Patasola magdalenae,269766,13.8,11.8,47009,-75.133331,3.3,CO,,,,minutes,,
115531,holotype,Patasola magdalenae,269766,13.8,11.8,47009,-75.133331,3.3,CO,,,,minutes,,
115532,holotype,Patasola magdalenae,269766,13.8,11.8,47009,-75.133331,3.3,CO,,,,minutes,,
115533,holotype,Patasola magdalenae,269766,13.8,11.8,47009,-75.133331,3.3,CO,,,,minutes,,
115534,holotype,Neosaimiri fieldsi,247867,13.8,11.8,47009,-75.1875,3.258333,CO,Huila,,based on nearby landmark,seconds,,"Type locality: Monkey unit. Approximately 8 meters of gray clays overlying concretionary sandstones, wich rests on the conglomerates conspicuously exposed in middle of Villavieja-Cerro Gordo section, about 30 meters from Cebupithecia site, Loc V4517\r\n\r\nNearby landmark: Villavieja town"
